"t","s","i","r","place","betap","gammap","M1","M2","M3"
51.05,21824033,7788088,33193850,3,1.06147e-08,0.33333,2,7,0
51.1,20944379,296745.9,958965.5,1,2.022192e-08,0.33333,0,3,3
51.1,440574.1,41938.79,1535455,2,3.303601e-07,0.33333,3,0,11
51.1,21734240,7748412,33323320,3,1.06147e-08,0.33333,0,8,0
51.15,20938081,298086.2,963922.4,1,2.022192e-08,0.33333,0,13,0
51.15,440270.5,41546.61,1536150,2,3.303601e-07,0.33333,4,0,5
51.15,21645274,7708571,33452127,3,1.06147e-08,0.33333,2,7,0
51.2,20931757,299430.5,968901.6,1,2.022192e-08,0.33333,0,3,5
51.2,439969.8,41158.59,1536840,2,3.303601e-07,0.33333,1,0,4
51.2,21557128,7668575,33580269,3,1.06147e-08,0.33333,6,5,0
51.25,20925407,300779.2,973903.3,1,2.022192e-08,0.33333,0,4,4
51.25,439672.2,40773.6,1537522,2,3.303601e-07,0.33333,1,0,3
51.25,21469798,7628431,33707743,3,1.06147e-08,0.33333,3,5,0
51.3,20919030,302131.9,978927.5,1,2.022192e-08,0.33333,0,7,7
51.3,439377.6,40392.12,1538199,2,3.303601e-07,0.33333,7,0,10
51.3,21383278,7588147,33834547,3,1.06147e-08,0.33333,4,4,0
51.35,20912626,303488.8,983974.3,1,2.022192e-08,0.33333,0,5,2
51.35,439085.9,40013.46,1538869,2,3.303601e-07,0.33333,2,0,5
51.35,21297562,7547732,33960678,3,1.06147e-08,0.33333,10,2,0
51.4,20906195,304850.2,989043.7,1,2.022192e-08,0.33333,0,1,3
51.4,438797.2,39638.46,1539532,2,3.303601e-07,0.33333,9,0,0
51.4,21212646,7507191,34086135,3,1.06147e-08,0.33333,3,6,0
51.45,20899738,306215.8,994135.9,1,2.022192e-08,0.33333,0,4,3
51.45,438511.3,39266.69,1540190,2,3.303601e-07,0.33333,3,0,4
51.45,21128524,7466533,34210914,3,1.06147e-08,0.33333,3,1,0
51.5,20893254,307585.1,999250.8,1,2.022192e-08,0.33333,0,0,1
51.5,438228.3,38898.22,1540841,2,3.303601e-07,0.33333,2,0,3
51.5,21045191,7425765,34335016,3,1.06147e-08,0.33333,10,5,0
51.55,20886742,308959.1,1004389,1,2.022192e-08,0.33333,0,7,11
51.55,437948.2,38533.12,1541487,2,3.303601e-07,0.33333,0,0,2
51.55,20962640,7384895,34458437,3,1.06147e-08,0.33333,9,1,0
51.6,20880204,310336.2,1009549,1,2.022192e-08,0.33333,0,2,1
51.6,437670.8,38171.58,1542126,2,3.303601e-07,0.33333,9,0,2
51.6,20880866,7343930,34581176,3,1.06147e-08,0.33333,0,4,0
51.65,20873639,311718.1,1014733,1,2.022192e-08,0.33333,0,1,1
51.65,437396.2,37812.71,1542759,2,3.303601e-07,0.33333,3,0,4
51.65,20799864,7302876,34703232,3,1.06147e-08,0.33333,5,0,0
51.7,20867046,313104.1,1019940,1,2.022192e-08,0.33333,0,4,11
51.7,437124.4,37457,1543386,2,3.303601e-07,0.33333,3,0,4
51.7,20719628,7261741,34824602,3,1.06147e-08,0.33333,1,6,0
51.75,20860427,314493.2,1025170,1,2.022192e-08,0.33333,0,4,7
51.75,436855.3,37104.91,1544008,2,3.303601e-07,0.33333,5,0,2
51.75,20640153,7220532,34945287,3,1.06147e-08,0.33333,6,9,0
51.8,20853780,315887,1030423,1,2.022192e-08,0.33333,0,3,7
51.8,436588.9,36756.12,1544623,2,3.303601e-07,0.33333,6,0,1
51.8,20561432,7179255,35065284,3,1.06147e-08,0.33333,3,2,0
51.85,20847106,317284.8,1035699,1,2.022192e-08,0.33333,0,0,6
51.85,436325.2,36410.05,1545233,2,3.303601e-07,0.33333,10,0,8
51.85,20483461,7137918,35184593,3,1.06147e-08,0.33333,4,0,0
51.9,20840404,318687.1,1040999,1,2.022192e-08,0.33333,0,5,5
51.9,436064.1,36066.29,1545837,2,3.303601e-07,0.33333,3,0,8
51.9,20406234,7096527,35303212,3,1.06147e-08,0.33333,5,4,0
51.95,20833675,320092.8,1046322,1,2.022192e-08,0.33333,0,2,8
51.95,435805.6,35726.41,1546435,2,3.303601e-07,0.33333,4,0,3
51.95,20329744,7055087,35421141,3,1.06147e-08,0.33333,6,8,0
52,20826919,321502.7,1051669,1,2.022192e-08,0.33333,0,5,3
52,435549.7,35389.82,1547028,2,3.303601e-07,0.33333,5,0,4
52,20253987,7013606,35538379,3,1.06147e-08,0.33333,6,4,0
52.05,20820135,322916.7,1057039,1,2.022192e-08,0.33333,0,3,3
52.05,435296.4,35056.12,1547615,2,3.303601e-07,0.33333,3,0,4
52.05,20178957,6972090,35654925,3,1.06147e-08,0.33333,2,5,0
52.1,20813323,324334.6,1062432,1,2.022192e-08,0.33333,0,5,6
52.1,435045.6,34725.46,1548196,2,3.303601e-07,0.33333,4,0,1
52.1,20104648,6930545,35770779,3,1.06147e-08,0.33333,6,1,0
52.15,20806484,325756.4,1067850,1,2.022192e-08,0.33333,0,5,0
52.15,434797.3,34397.79,1548772,2,3.303601e-07,0.33333,5,0,3
52.15,20031054,6888977,35885941,3,1.06147e-08,0.33333,1,3,0
52.2,20799617,327182.2,1073291,1,2.022192e-08,0.33333,0,2,0
52.2,434551.5,34073.01,1549343,2,3.303601e-07,0.33333,7,0,2
52.2,19958170,6847393,36000410,3,1.06147e-08,0.33333,2,6,0
52.25,20792722,328612.3,1078756,1,2.022192e-08,0.33333,0,5,2
52.25,434308.1,33751.12,1549908,2,3.303601e-07,0.33333,1,0,4
52.25,19885990,6805797,36114185,3,1.06147e-08,0.33333,6,3,0
52.3,20785800,330046.1,1084245,1,2.022192e-08,0.33333,0,4,8
52.3,434067.2,33432.33,1550468,2,3.303601e-07,0.33333,8,0,5
52.3,19814509,6764196,36227267,3,1.06147e-08,0.33333,3,6,0
52.35,20778850,331483.7,1089757,1,2.022192e-08,0.33333,0,4,4
52.35,433828.7,33116.13,1551022,2,3.303601e-07,0.33333,4,0,5
52.35,19743720,6722596,36339656,3,1.06147e-08,0.33333,0,4,0
52.4,20771871,332925,1095294,1,2.022192e-08,0.33333,0,3,4
52.4,433592.6,32802.88,1551572,2,3.303601e-07,0.33333,4,0,2
52.4,19673619,6681002,36451351,3,1.06147e-08,0.33333,4,4,0
52.45,20764865,334370.5,1100855,1,2.022192e-08,0.33333,0,1,0
52.45,433358.8,32492.57,1552116,2,3.303601e-07,0.33333,1,0,5
52.45,19604199,6639419,36562354,3,1.06147e-08,0.33333,8,7,0
52.5,20757831,335820.3,1106440,1,2.022192e-08,0.33333,0,5,0
52.5,433127.4,32185.13,1552655,2,3.303601e-07,0.33333,1,0,1
52.5,19535456,6597852,36672663,3,1.06147e-08,0.33333,5,1,0
52.55,20750769,337273.6,1112049,1,2.022192e-08,0.33333,0,6,9
52.55,432898.3,31880.57,1553189,2,3.303601e-07,0.33333,6,0,3
52.55,19467382,6556309,36782280,3,1.06147e-08,0.33333,2,7,0
52.6,20743678,338730.3,1117682,1,2.022192e-08,0.33333,0,6,5
52.6,432671.4,31578.78,1553717,2,3.303601e-07,0.33333,1,0,0
52.6,19399974,6514792,36891205,3,1.06147e-08,0.33333,6,7,0
52.65,20736560,340191.1,1123340,1,2.022192e-08,0.33333,0,8,7
52.65,432446.9,31280.12,1554241,2,3.303601e-07,0.33333,7,0,6
52.65,19333225,6473308,36999438,3,1.06147e-08,0.33333,7,4,0
52.7,20729413,341655.8,1129022,1,2.022192e-08,0.33333,0,2,3
52.7,432224.6,30983.54,1554760,2,3.303601e-07,0.33333,6,0,2
52.7,19267129,6431862,37106980,3,1.06147e-08,0.33333,2,5,0
52.75,20722238,343124.6,1134728,1,2.022192e-08,0.33333,0,0,4
52.75,432004.5,30689.66,1555274,2,3.303601e-07,0.33333,1,0,4
52.75,19201682,6390458,37213831,3,1.06147e-08,0.33333,6,1,0
52.8,20715034,344597.2,1140459,1,2.022192e-08,0.33333,0,4,5
52.8,431786.6,30398.3,1555783,2,3.303601e-07,0.33333,2,0,0
52.8,19136877,6349101,37319993,3,1.06147e-08,0.33333,2,11,0
52.85,20707803,346073.1,1146214,1,2.022192e-08,0.33333,0,3,4
52.85,431570.8,30110.44,1556287,2,3.303601e-07,0.33333,5,0,2
52.85,19072709,6307795,37425466,3,1.06147e-08,0.33333,1,1,0
52.9,20700543,347553.1,1151995,1,2.022192e-08,0.33333,0,7,11
52.9,431357.3,29824.42,1556787,2,3.303601e-07,0.33333,5,0,7
52.9,19009173,6266546,37530251,3,1.06147e-08,0.33333,11,6,0
52.95,20693254,349036.7,1157799,1,2.022192e-08,0.33333,0,5,3
52.95,431145.8,29541.21,1557281,2,3.303601e-07,0.33333,1,0,4
52.95,18946263,6225358,37634349,3,1.06147e-08,0.33333,2,1,0
53,20685937,350524,1163629,1,2.022192e-08,0.33333,0,0,5
53,430936.5,29260.58,1557772,2,3.303601e-07,0.33333,3,0,2
53,18883974,6184235,37737762,3,1.06147e-08,0.33333,0,2,0
53.05,20678591,352015.1,1169484,1,2.022192e-08,0.33333,0,5,6
53.05,430729.2,28982.32,1558257,2,3.303601e-07,0.33333,3,0,5
53.05,18822300,6143182,37840489,3,1.06147e-08,0.33333,3,4,0
53.1,20671217,353509.8,1175363,1,2.022192e-08,0.33333,0,4,1
53.1,430524.1,28706.81,1558738,2,3.303601e-07,0.33333,7,0,5
53.1,18761236,6102203,37942533,3,1.06147e-08,0.33333,9,3,0
53.15,20663814,355009,1181267,1,2.022192e-08,0.33333,0,5,1
53.15,430320.9,28433.52,1559214,2,3.303601e-07,0.33333,2,0,2
53.15,18700776,6061301,38043894,3,1.06147e-08,0.33333,2,2,0
53.2,20656382,356511.2,1187196,1,2.022192e-08,0.33333,0,4,6
53.2,430119.9,28163.14,1559685,2,3.303601e-07,0.33333,4,0,0
53.2,18640915,6020481,38144574,3,1.06147e-08,0.33333,4,6,0
53.25,20648922,358017.1,1193151,1,2.022192e-08,0.33333,0,1,2
53.25,429920.8,27895.39,1560153,2,3.303601e-07,0.33333,2,0,1
53.25,18581648,5979747,38244575,3,1.06147e-08,0.33333,2,8,0
53.3,20641433,359526.7,1199130,1,2.022192e-08,0.33333,0,4,1
53.3,429723.7,27630.09,1560615,2,3.303601e-07,0.33333,3,0,1
53.3,18522970,5939103,38343898,3,1.06147e-08,0.33333,2,2,0
53.35,20633915,361040,1205135,1,2.022192e-08,0.33333,0,7,6
53.35,429528.5,27367.03,1561074,2,3.303601e-07,0.33333,3,0,9
53.35,18464874,5898552,38442544,3,1.06147e-08,0.33333,6,1,0
53.4,20626368,362556.7,1211165,1,2.022192e-08,0.33333,0,2,6
53.4,429335.3,27106.1,1561527,2,3.303601e-07,0.33333,2,0,2
53.4,18407357,5858099,38540515,3,1.06147e-08,0.33333,7,3,0
53.45,20618793,364077.2,1217220,1,2.022192e-08,0.33333,0,7,4
53.45,429144,26847.81,1561977,2,3.303601e-07,0.33333,2,0,3
53.45,18350412,5817746,38637812,3,1.06147e-08,0.33333,2,6,0
53.5,20611188,365600.8,1223301,1,2.022192e-08,0.33333,0,1,1
53.5,428954.7,26592.25,1562422,2,3.303601e-07,0.33333,2,0,1
53.5,18294035,5777497,38734438,3,1.06147e-08,0.33333,4,0,0
53.55,20603554,367128.6,1229407,1,2.022192e-08,0.33333,0,1,4
53.55,428767.2,26338.54,1562863,2,3.303601e-07,0.33333,5,0,0
53.55,18238220,5737356,38830394,3,1.06147e-08,0.33333,2,5,0
53.6,20595892,368659.8,1235538,1,2.022192e-08,0.33333,0,4,4
53.6,428581.6,26087.33,1563300,2,3.303601e-07,0.33333,7,0,5
53.6,18182962,5697326,38925682,3,1.06147e-08,0.33333,6,0,0
53.65,20588200,370194.7,1241695,1,2.022192e-08,0.33333,0,2,11
53.65,428397.8,25837.98,1563733,2,3.303601e-07,0.33333,2,0,2
53.65,18128256,5657411,39020304,3,1.06147e-08,0.33333,2,4,0
53.7,20580479,371732.3,1247878,1,2.022192e-08,0.33333,0,2,3
53.7,428215.9,25591.43,1564162,2,3.303601e-07,0.33333,4,0,0
53.7,18074097,5617613,39114261,3,1.06147e-08,0.33333,4,8,0
53.75,20572730,373274,1254086,1,2.022192e-08,0.33333,0,3,2
53.75,428035.8,25347.36,1564586,2,3.303601e-07,0.33333,4,0,6
53.75,18020480,5577934,39207557,3,1.06147e-08,0.33333,2,6,0
53.8,20564950,374819.1,1260320,1,2.022192e-08,0.33333,0,0,4
53.8,427857.5,25105.2,1565007,2,3.303601e-07,0.33333,1,0,7
53.8,17967399,5538380,39300191,3,1.06147e-08,0.33333,9,1,0
53.85,20557142,376367.9,1266580,1,2.022192e-08,0.33333,0,4,0
53.85,427680.9,24864.98,1565423,2,3.303601e-07,0.33333,7,0,1
53.85,17914851,5498952,39392168,3,1.06147e-08,0.33333,2,5,0
53.9,20549305,377920,1272866,1,2.022192e-08,0.33333,0,5,2
53.9,427506.2,24627.38,1565835,2,3.303601e-07,0.33333,6,0,5
53.9,17862829,5459652,39483489,3,1.06147e-08,0.33333,0,0,0
53.95,20541438,379475.2,1279177,1,2.022192e-08,0.33333,0,0,6
53.95,427333.1,24391.64,1566244,2,3.303601e-07,0.33333,5,0,4
53.95,17811330,5420486,39574155,3,1.06147e-08,0.33333,1,1,0
54,20533542,381033.8,1285515,1,2.022192e-08,0.33333,0,5,1
54,427161.8,24157.98,1566648,2,3.303601e-07,0.33333,1,0,2
54,17760347,5381454,39664170,3,1.06147e-08,0.33333,5,9,0
54.05,20525616,382595.8,1291878,1,2.022192e-08,0.33333,0,1,4
54.05,426992.2,23927.43,1567049,2,3.303601e-07,0.33333,1,0,1
54.05,17709876,5342558,39753536,3,1.06147e-08,0.33333,4,2,0
54.1,20517661,384161,1298268,1,2.022192e-08,0.33333,0,2,1
54.1,426824.3,23698.52,1567446,2,3.303601e-07,0.33333,5,0,5
54.1,17659913,5303802,39842255,3,1.06147e-08,0.33333,3,0,0
54.15,20509677,385729.8,1304683,1,2.022192e-08,0.33333,0,7,2
54.15,426658,23471.29,1567839,2,3.303601e-07,0.33333,4,0,4
54.15,17610453,5265189,39930329,3,1.06147e-08,0.33333,3,3,0
54.2,20501663,387301.6,1311125,1,2.022192e-08,0.33333,0,1,0
54.2,426493.4,23246.68,1568228,2,3.303601e-07,0.33333,1,0,2
54.2,17561490,5226721,40017760,3,1.06147e-08,0.33333,8,3,0
54.25,20493620,388877.1,1317593,1,2.022192e-08,0.33333,0,4,1
54.25,426330.5,23024.09,1568614,2,3.303601e-07,0.33333,1,0,2
54.25,17513020,5188399,40104552,3,1.06147e-08,0.33333,2,7,0
54.3,20485548,390455.3,1324088,1,2.022192e-08,0.33333,0,6,3
54.3,426169.2,22803.93,1568996,2,3.303601e-07,0.33333,3,0,6
54.3,17465038,5150226,40190706,3,1.06147e-08,0.33333,1,2,0
54.35,20477445,392036.6,1330608,1,2.022192e-08,0.33333,0,1,1
54.35,426009.4,22585.37,1569374,2,3.303601e-07,0.33333,4,0,3
54.35,17417540,5112205,40276225,3,1.06147e-08,0.33333,4,4,0
54.4,20469314,393621.6,1337156,1,2.022192e-08,0.33333,0,2,0
54.4,425851.3,22368.8,1569749,2,3.303601e-07,0.33333,7,0,4
54.4,17370521,5074337,40361112,3,1.06147e-08,0.33333,5,1,0
54.45,20461152,395209.9,1343729,1,2.022192e-08,0.33333,0,9,4
54.45,425694.7,22153.94,1570120,2,3.303601e-07,0.33333,10,0,4
54.45,17323977,5036624,40445369,3,1.06147e-08,0.33333,1,2,0
54.5,20452961,396800.8,1350329,1,2.022192e-08,0.33333,0,4,2
54.5,425539.7,21941.34,1570487,2,3.303601e-07,0.33333,1,0,0
54.5,17277902,4999070,40528998,3,1.06147e-08,0.33333,3,4,0
54.55,20444741,398394.7,1356956,1,2.022192e-08,0.33333,0,3,3
54.55,425386.3,21731.22,1570851,2,3.303601e-07,0.33333,5,0,5
54.55,17232292,4961674,40612004,3,1.06147e-08,0.33333,0,5,0
54.6,20436490,399991.8,1363609,1,2.022192e-08,0.33333,0,3,11
54.6,425234.3,21522.61,1571212,2,3.303601e-07,0.33333,4,0,0
54.6,17187144,4924440,40694387,3,1.06147e-08,0.33333,8,3,0
54.65,20428210,401591.9,1370289,1,2.022192e-08,0.33333,0,1,1
54.65,425083.9,21316.15,1571569,2,3.303601e-07,0.33333,6,0,8
54.65,17142451,4887368,40776151,3,1.06147e-08,0.33333,1,3,0
54.7,20419901,403195.4,1376995,1,2.022192e-08,0.33333,0,8,4
54.7,424935,21111.02,1571922,2,3.303601e-07,0.33333,0,0,1
54.7,17098211,4850461,40857298,3,1.06147e-08,0.33333,5,3,0
54.75,20411561,404801.2,1383728,1,2.022192e-08,0.33333,0,7,0
54.75,424787.5,20908.8,1572272,2,3.303601e-07,0.33333,5,0,3
54.75,17054418,4813720,40937832,3,1.06147e-08,0.33333,9,6,0
54.8,20403192,406410.8,1390488,1,2.022192e-08,0.33333,0,4,3
54.8,424641.6,20708.23,1572619,2,3.303601e-07,0.33333,2,0,6
54.8,17011068,4777147,41017755,3,1.06147e-08,0.33333,7,4,0
54.85,20394793,408023,1397275,1,2.022192e-08,0.33333,0,3,9
54.85,424497,20509.29,1572963,2,3.303601e-07,0.33333,4,0,4
54.85,16968157,4740743,41097070,3,1.06147e-08,0.33333,3,1,0
54.9,20386364,409637.7,1404089,1,2.022192e-08,0.33333,0,1,0
54.9,424353.9,20312.01,1573303,2,3.303601e-07,0.33333,7,0,7
54.9,16925680,4704511,41175779,3,1.06147e-08,0.33333,4,5,0
54.95,20377906,411256.1,1410930,1,2.022192e-08,0.33333,0,9,4
54.95,424212.3,20116.38,1573640,2,3.303601e-07,0.33333,1,0,3
54.95,16883633,4668450,41253886,3,1.06147e-08,0.33333,1,4,0
55,20369417,412876.3,1417797,1,2.022192e-08,0.33333,0,4,6
55,424072,19923.42,1573973,2,3.303601e-07,0.33333,4,0,2
55,16842013,4632563,41331394,3,1.06147e-08,0.33333,1,2,0
55.05,20360899,414499.6,1424692,1,2.022192e-08,0.33333,0,1,2
55.05,423933.2,19731.83,1574304,2,3.303601e-07,0.33333,2,0,0
55.05,16800814,4596851,41408304,3,1.06147e-08,0.33333,4,1,0
55.1,20352351,416126.2,1431614,1,2.022192e-08,0.33333,0,7,1
55.1,423795.7,19542.04,1574631,2,3.303601e-07,0.33333,6,0,3
55.1,16760033,4561315,41484621,3,1.06147e-08,0.33333,2,0,0
55.15,20343773,417755.3,1438563,1,2.022192e-08,0.33333,0,0,5
55.15,423659.6,19353.93,1574955,2,3.303601e-07,0.33333,4,0,2
55.15,16719666,4525956,41560348,3,1.06147e-08,0.33333,3,0,0
55.2,20335165,419387.3,1445539,1,2.022192e-08,0.33333,0,5,2
55.2,423524.8,19167.39,1575276,2,3.303601e-07,0.33333,8,0,3
55.2,16679708,4490776,41635486,3,1.06147e-08,0.33333,0,1,0
55.25,20326527,421021.9,1452542,1,2.022192e-08,0.33333,0,2,1
55.25,423391.4,18982.65,1575594,2,3.303601e-07,0.33333,4,0,5
55.25,16640155,4455775,41710040,3,1.06147e-08,0.33333,2,2,0
55.3,20317859,422659.3,1459573,1,2.022192e-08,0.33333,0,1,2
55.3,423259.3,18799.65,1575909,2,3.303601e-07,0.33333,6,0,1
55.3,16601004,4420955,41784011,3,1.06147e-08,0.33333,7,0,0
55.35,20309161,424299.7,1466631,1,2.022192e-08,0.33333,0,4,3
55.35,423128.5,18618.32,1576221,2,3.303601e-07,0.33333,6,0,7
55.35,16562250,4386316,41857404,3,1.06147e-08,0.33333,0,4,0
55.4,20300433,425942.1,1473716,1,2.022192e-08,0.33333,0,2,0
55.4,422999,18438.75,1576530,2,3.303601e-07,0.33333,5,0,1
55.4,16523890,4351859,41930222,3,1.06147e-08,0.33333,6,1,0
55.45,20291676,427587.6,1480829,1,2.022192e-08,0.33333,0,4,2
55.45,422870.8,18260.96,1576835,2,3.303601e-07,0.33333,0,0,2
55.45,16485919,4317585,42002466,3,1.06147e-08,0.33333,1,2,0
55.5,20282888,429235,1487969,1,2.022192e-08,0.33333,0,2,2
55.5,422743.9,18085.2,1577138,2,3.303601e-07,0.33333,1,0,4
55.5,16448334,4283496,42074141,3,1.06147e-08,0.33333,3,2,0
55.55,20274070,430885.1,1495136,1,2.022192e-08,0.33333,0,3,4
55.55,422618.2,17910.85,1577438,2,3.303601e-07,0.33333,3,0,6
55.55,16411131,4249591,42145249,3,1.06147e-08,0.33333,2,0,0
55.6,20265222,432537.6,1502332,1,2.022192e-08,0.33333,0,4,4
55.6,422493.8,17737.89,1577735,2,3.303601e-07,0.33333,4,0,2
55.6,16374305,4215872,42215793,3,1.06147e-08,0.33333,3,0,0
55.65,20256345,434192.7,1509554,1,2.022192e-08,0.33333,0,1,1
55.65,422370.7,17566.76,1578029,2,3.303601e-07,0.33333,1,0,6
55.65,16337854,4182340,42285777,3,1.06147e-08,0.33333,1,2,0
55.7,20247437,435850.1,1516805,1,2.022192e-08,0.33333,0,5,2
55.7,422248.7,17397.15,1578321,2,3.303601e-07,0.33333,14,0,4
55.7,16301773,4148994,42355204,3,1.06147e-08,0.33333,2,1,0
55.75,20238499,437510.4,1524082,1,2.022192e-08,0.33333,0,2,3
55.75,422128,17228.74,1578609,2,3.303601e-07,0.33333,1,0,5
55.75,16266059,4115835,42424077,3,1.06147e-08,0.33333,2,1,0
55.8,20229531,439172.6,1531388,1,2.022192e-08,0.33333,0,3,7
55.8,422008.4,17062.37,1578895,2,3.303601e-07,0.33333,0,0,4
55.8,16230708,4082865,42492398,3,1.06147e-08,0.33333,4,5,0
55.85,20220533,440836.8,1538721,1,2.022192e-08,0.33333,0,5,4
55.85,421890.1,16897.92,1579178,2,3.303601e-07,0.33333,7,0,2
55.85,16195717,4050083,42560172,3,1.06147e-08,0.33333,1,6,0
55.9,20211506,442503.5,1546083,1,2.022192e-08,0.33333,0,6,5
55.9,421772.9,16734.92,1579458,2,3.303601e-07,0.33333,2,0,1
55.9,16161081,4017490,42627401,3,1.06147e-08,0.33333,7,5,0
55.95,20202448,444172.4,1553471,1,2.022192e-08,0.33333,0,2,0
55.95,421656.9,16573.77,1579736,2,3.303601e-07,0.33333,0,0,1
55.95,16126798,3985086,42694088,3,1.06147e-08,0.33333,9,2,0
56,20193360,445844,1560888,1,2.022192e-08,0.33333,0,6,0
56,421542.1,16413.89,1580011,2,3.303601e-07,0.33333,1,0,3
56,16092863,3952871,42760237,3,1.06147e-08,0.33333,7,4,0
56.05,20184242,447517.5,1568333,1,2.022192e-08,0.33333,0,4,3
56.05,421428.3,16255.67,1580283,2,3.303601e-07,0.33333,3,0,5
56.05,16059273,3920847,42825850,3,1.06147e-08,0.33333,6,3,0
56.1,20175094,449193.2,1575805,1,2.022192e-08,0.33333,0,1,6
56.1,421315.7,16098.6,1580553,2,3.303601e-07,0.33333,3,0,2
56.1,16026025,3889014,42890931,3,1.06147e-08,0.33333,0,3,0
56.15,20165916,450870.6,1583306,1,2.022192e-08,0.33333,0,2,4
56.15,421204.3,15943.02,1580820,2,3.303601e-07,0.33333,5,0,2
56.15,15993115,3857371,42955484,3,1.06147e-08,0.33333,4,3,0
56.2,20156707,452550.5,1590834,1,2.022192e-08,0.33333,0,5,2
56.2,421093.9,15788.86,1581084,2,3.303601e-07,0.33333,3,0,0
56.2,15960541,3825920,43019510,3,1.06147e-08,0.33333,1,5,0
56.25,20147469,454232,1598391,1,2.022192e-08,0.33333,0,8,4
56.25,420984.6,15636.62,1581346,2,3.303601e-07,0.33333,2,0,1
56.25,15928297,3794659,43083014,3,1.06147e-08,0.33333,5,9,0
56.3,20138201,455915.5,1605975,1,2.022192e-08,0.33333,0,5,2
56.3,420876.4,15486.16,1581605,2,3.303601e-07,0.33333,2,0,4
56.3,15896382,3763590,43145999,3,1.06147e-08,0.33333,1,3,0
56.35,20128903,457600.9,1613588,1,2.022192e-08,0.33333,0,4,1
56.35,420769.3,15336.54,1581862,2,3.303601e-07,0.33333,4,0,4
56.35,15864791,3732712,43208467,3,1.06147e-08,0.33333,0,1,0
56.4,20119575,459288.4,1621228,1,2.022192e-08,0.33333,0,6,5
56.4,420663.2,15188.08,1582117,2,3.303601e-07,0.33333,1,0,6
56.4,15833522,3702026,43270422,3,1.06147e-08,0.33333,6,2,0
56.45,20110216,460977.6,1628897,1,2.022192e-08,0.33333,0,2,2
56.45,420558.2,15041.23,1582368,2,3.303601e-07,0.33333,11,0,3
56.45,15802571,3671532,43331868,3,1.06147e-08,0.33333,2,1,0
56.5,20100828,462669.3,1636594,1,2.022192e-08,0.33333,0,0,3
56.5,420454.2,14895.19,1582618,2,3.303601e-07,0.33333,2,0,0
56.5,15771934,3641230,43392807,3,1.06147e-08,0.33333,4,1,0
56.55,20091410,464362.5,1644319,1,2.022192e-08,0.33333,0,4,1
56.55,420351.3,14751.02,1582865,2,3.303601e-07,0.33333,2,0,5
56.55,15741610,3611118,43453242,3,1.06147e-08,0.33333,2,2,0
56.6,20081962,466057.3,1652073,1,2.022192e-08,0.33333,0,5,2
56.6,420249.4,14608.23,1583110,2,3.303601e-07,0.33333,3,0,2
56.6,15711594,3581199,43513177,3,1.06147e-08,0.33333,1,7,0
56.65,20072484,467753.6,1659854,1,2.022192e-08,0.33333,0,1,0
56.65,420148.5,14467.19,1583352,2,3.303601e-07,0.33333,4,0,0
56.65,15681884,3551471,43572615,3,1.06147e-08,0.33333,4,0,0
56.7,20062975,469452.1,1667664,1,2.022192e-08,0.33333,0,6,0
56.7,420048.6,14327,1583592,2,3.303601e-07,0.33333,1,0,2
56.7,15652476,3521935,43631559,3,1.06147e-08,0.33333,1,0,0
56.75,20053437,471151.7,1675503,1,2.022192e-08,0.33333,0,2,6
56.75,419949.7,14188.44,1583830,2,3.303601e-07,0.33333,5,0,2
56.75,15623367,3492590,43690013,3,1.06147e-08,0.33333,3,3,0
56.8,20043869,472853.1,1683369,1,2.022192e-08,0.33333,0,2,3
56.8,419851.7,14050.95,1584065,2,3.303601e-07,0.33333,5,0,2
56.8,15594555,3463437,43747979,3,1.06147e-08,0.33333,1,7,0
56.85,20034271,474556.1,1691264,1,2.022192e-08,0.33333,0,2,3
56.85,419754.8,13914.96,1584298,2,3.303601e-07,0.33333,1,0,5
56.85,15566036,3434474,43805461,3,1.06147e-08,0.33333,4,5,0
56.9,20024644,476260.6,1699188,1,2.022192e-08,0.33333,0,4,2
56.9,419658.8,13780.22,1584529,2,3.303601e-07,0.33333,3,0,6
56.9,15537807,3405702,43862461,3,1.06147e-08,0.33333,2,2,0
56.95,20014986,477966.4,1707139,1,2.022192e-08,0.33333,0,6,9
56.95,419563.7,13646.57,1584757,2,3.303601e-07,0.33333,1,0,4
56.95,15509865,3377122,43918984,3,1.06147e-08,0.33333,1,2,0
57,20005298,479673.1,1715120,1,2.022192e-08,0.33333,0,1,3
57,419469.6,13514.49,1584984,2,3.303601e-07,0.33333,2,0,3
57,15482207,3348732,43975032,3,1.06147e-08,0.33333,1,3,0
57.05,19995581,481381.7,1723128,1,2.022192e-08,0.33333,0,1,0
57.05,419376.5,13383.47,1585208,2,3.303601e-07,0.33333,5,0,3
57.05,15454831,3320532,44030608,3,1.06147e-08,0.33333,7,3,0
57.1,19985834,483092.3,1731166,1,2.022192e-08,0.33333,0,2,5
57.1,419284.2,13253.55,1585430,2,3.303601e-07,0.33333,1,0,4
57.1,15427733,3292521,44085716,3,1.06147e-08,0.33333,2,1,0
57.15,19976057,484803.4,1739231,1,2.022192e-08,0.33333,0,7,0
57.15,419192.9,13124.96,1585649,2,3.303601e-07,0.33333,0,0,4
57.15,15400911,3264700,44140359,3,1.06147e-08,0.33333,4,5,0
57.2,19966250,486515.8,1747326,1,2.022192e-08,0.33333,0,9,9
57.2,419102.4,12998.1,1585867,2,3.303601e-07,0.33333,1,0,1
