"t","s","i","r","place","betap","gammap","M1","M2","M3"
1.35,22198362.0206801,1184.39875744198,473.730562421106,1,2.02219219219219e-08,0.33333,0,13,37
1.35,2017999.12263334,0,0,2,3.30360092500826e-07,0.33333,76,0,68
1.35,62805998.5956039,11.8316323548654,0,3,1.0614697109618e-08,0.33333,39,113,0
1.4,22198335.3237555,1194.52162497119,493.554619504718,1,2.02219219219219e-08,0.33333,0,39,93
1.4,2017999.13771701,0,0,2,3.30360092500826e-07,0.33333,43,0,69
1.4,62805998.2372964,9.66078789210288,0,3,1.0614697109618e-08,0.33333,85,60,0
1.45,22198308.4377934,1201.24313429849,513.519072289132,1,2.02219219219219e-08,0.33333,0,56,87
1.45,2017999.14861078,0,0,2,3.30360092500826e-07,0.33333,18,0,49
1.45,62805997.8983259,10.6802748325621,0,3,1.0614697109618e-08,0.33333,27,53,0
1.5,22198281.4534125,1203.28995619727,533.556631285126,1,2.02219219219219e-08,0.33333,0,73,13
1.5,2017999.11341554,2.1175977890313,0,2,3.30360092500826e-07,0.33333,44,0,37
1.5,62805997.4924064,13.6832365938789,0,3,1.0614697109618e-08,0.33333,98,6,0
1.55,22198254.3364135,1213.07089457988,553.692691898296,1,2.02219219219219e-08,0.33333,0,58,53
1.55,2017999.04391343,2.05234917326537,0,2,3.30360092500826e-07,0.33333,26,0,61
1.55,62805997.0777274,11.1905781411232,0,3,1.0614697109618e-08,0.33333,74,30,0
1.6,22198227.036951,1219.5487811036,573.964267872161,1,2.02219219219219e-08,0.33333,0,22,70
1.6,2017998.97409056,2.13726094009336,0,2,3.30360092500826e-07,0.33333,84,0,93
1.6,62805996.6932025,11.8828425250725,0,3,1.0614697109618e-08,0.33333,80,81,0
1.65,22198199.5450464,1230.22618411403,594.378769462413,1,2.02219219219219e-08,0.33333,0,43,56
1.65,2017998.96426223,0,0,2,3.30360092500826e-07,0.33333,48,0,93
1.65,62805996.2921125,12.1833894842052,0,3,1.0614697109618e-08,0.33333,43,48,0
1.7,22198171.8578093,1236.95384717083,614.938343516985,1,2.02219219219219e-08,0.33333,0,65,59
1.7,2017999.00616132,0,0,2,3.30360092500826e-07,0.33333,56,0,83
1.7,62805995.8339934,15.3124513184262,0,3,1.0614697109618e-08,0.33333,76,14,0
1.75,22198144.0101762,1244.52277589894,635.617047894795,1,2.02219219219219e-08,0.33333,0,38,41
1.75,2017999.05644023,0,0,2,3.30360092500826e-07,0.33333,94,0,122
1.75,62805995.2757261,18.191587746952,0,3,1.0614697109618e-08,0.33333,58,40,0
1.8,22198115.9556639,1255.39493614944,656.449399970379,1,2.02219219219219e-08,0.33333,0,43,31
1.8,2017999.17208174,0,0,2,3.30360092500826e-07,0.33333,42,0,31
1.8,62805994.6097896,21.774559306608,0,3,1.0614697109618e-08,0.33333,91,57,0
1.85,22198087.6643327,1265.62803475885,677.457632573979,1,2.02219219219219e-08,0.33333,0,83,40
1.85,2017999.14945623,1.36131286471274,0,2,3.30360092500826e-07,0.33333,33,0,13
1.85,62805993.9499552,17.8044797743528,0,3,1.0614697109618e-08,0.33333,72,72,0
1.9,22198059.1859864,1272.05925001694,698.604763581475,1,2.02219219219219e-08,0.33333,0,50,96
1.9,2017999.01235887,6.87986219835865,0,2,3.30360092500826e-07,0.33333,90,0,20
1.9,62805993.4277557,13.5155821320404,0,3,1.0614697109618e-08,0.33333,91,29,0
1.95,22198030.5331188,1281.18536514203,719.881516087391,1,2.02219219219219e-08,0.33333,0,83,75
1.95,2017998.80708594,5.43249963394207,0,2,3.30360092500826e-07,0.33333,68,0,77
1.95,62805992.9768129,13.5410557304533,0,3,1.0614697109618e-08,0.33333,22,80,0
2,22198001.7327719,1285.19941822139,741.267809923671,1,2.02219219219219e-08,0.33333,0,72,58
2,2017998.6094016,6.43134272675989,0,2,3.30360092500826e-07,0.33333,72,0,37
2,62805992.4797629,16.2895831904438,0,3,1.0614697109618e-08,0.33333,43,86,0
2.05,22197972.8123134,1291.89436361506,762.743323008818,1,2.02219219219219e-08,0.33333,0,85,12
2.05,2017998.35216611,9.00996166379617,0,2,3.30360092500826e-07,0.33333,71,0,63
2.05,62805991.9607181,14.8491081613925,0,3,1.0614697109618e-08,0.33333,24,84,0
2.1,22197943.7338866,1299.2799463251,784.33616711353,1,2.02219219219219e-08,0.33333,0,11,77
2.1,2017998.01998822,10.926052119048,0,2,3.30360092500826e-07,0.33333,70,0,33
2.1,62805991.4892535,13.4348427865239,0,3,1.0614697109618e-08,0.33333,24,100,0
2.15,22197914.4847573,1307.10944398233,806.055798725406,1,2.02219219219219e-08,0.33333,0,54,65
2.15,2017997.64603106,11.5130323701867,0,2,3.30360092500826e-07,0.33333,56,0,55
2.15,62805991.0494045,12.9547694732979,0,3,1.0614697109618e-08,0.33333,36,37,0
2.2,22197885.0779838,1313.32949457947,827.892521651245,1,2.02219219219219e-08,0.33333,0,49,87
2.2,2017997.27580749,10.6981457704373,0,2,3.30360092500826e-07,0.33333,39,0,36
2.2,62805990.5745751,15.5421865153674,0,3,1.0614697109618e-08,0.33333,56,52,0
2.25,22197855.5391124,1318.88352141126,849.827366253069,1,2.02219219219219e-08,0.33333,0,31,67
2.25,2017996.89442734,12.1888374791886,0,2,3.30360092500826e-07,0.33333,24,0,93
2.25,62805990.0395911,16.5596811174558,0,3,1.0614697109618e-08,0.33333,67,63,0
2.3,22197825.8561502,1326.17461130249,871.869238485604,1,2.02219219219219e-08,0.33333,0,58,12
2.3,2017996.50400229,11.2340516376297,0,2,3.30360092500826e-07,0.33333,80,0,39
2.3,62805989.4578367,18.3505611600251,0,3,1.0614697109618e-08,0.33333,57,52,0
2.35,22197795.9675109,1337.21861753345,894.063871544016,1,2.02219219219219e-08,0.33333,0,36,56
2.35,2017996.13393842,10.9690850860401,0,2,3.30360092500826e-07,0.33333,39,0,40
2.35,62805988.8896286,15.7346680347962,0,3,1.0614697109618e-08,0.33333,65,29,0
2.4,22197765.8612425,1345.56861616887,916.420141312482,1,2.02219219219219e-08,0.33333,0,58,64
2.4,2017995.77697073,10.4475703566579,0,2,3.30360092500826e-07,0.33333,8,0,91
2.4,62805988.3590686,16.0999506244433,0,3,1.0614697109618e-08,0.33333,17,12,0
2.45,22197735.6283432,1348.50118179702,938.870474981698,1,2.02219219219219e-08,0.33333,0,73,75
2.45,2017995.45010227,9.1610058648493,0,2,3.30360092500826e-07,0.33333,75,0,86
2.45,62805987.7123207,22.7233277307361,0,3,1.0614697109618e-08,0.33333,44,17,0
2.5,22197705.2912481,1354.86053881956,961.398213068304,1,2.02219219219219e-08,0.33333,0,37,44
2.5,2017995.20167379,5.73522105878969,0,2,3.30360092500826e-07,0.33333,58,0,30
2.5,62805986.8647311,28.147126695744,0,3,1.0614697109618e-08,0.33333,45,77,0
2.55,22197674.7823813,1363.81408217164,984.053536566498,1,2.02219219219219e-08,0.33333,0,67,53
2.55,2017994.98711073,7.14250340368228,0,2,3.30360092500826e-07,0.33333,18,0,67
2.55,62805985.9588546,26.2000694022017,0,3,1.0614697109618e-08,0.33333,28,29,0
2.6,22197644.1259917,1368.00556922541,1006.81843910197,1,2.02219219219219e-08,0.33333,0,70,49
2.6,2017994.737815,7.81715219488659,0,2,3.30360092500826e-07,0.33333,71,0,55
2.6,62805985.0254078,29.81679735354,0,3,1.0614697109618e-08,0.33333,52,35,0
2.65,22197613.3314492,1376.13258758542,1029.68596324407,1,2.02219219219219e-08,0.33333,0,30,43
2.65,2017994.49265799,6.88973160016251,0,2,3.30360092500826e-07,0.33333,57,0,8
2.65,62805984.0089404,31.175036021726,0.508228754087134,3,1.0614697109618e-08,0.33333,51,47,0
2.7,22197582.3365925,1385.86113805315,1052.70226945535,1,2.02219219219219e-08,0.33333,0,23,76
2.7,2017994.25102066,7.61055113786165,0,2,3.30360092500826e-07,0.33333,24,0,61
2.7,62805983.0004498,29.3292862116794,1.01246912400139,3,1.0614697109618e-08,0.33333,19,77,0
2.75,22197551.1739597,1391.08284426666,1075.84319605743,1,2.02219219219219e-08,0.33333,0,56,26
2.75,2017993.98264082,8.49474200565518,0,2,3.30360092500826e-07,0.33333,29,0,14
2.75,62805981.9802574,31.8893873779845,1.52256037279837,3,1.0614697109618e-08,0.33333,27,76,0
2.8,22197519.8769715,1397.8391027657,1099.08392572142,1,2.02219219219219e-08,0.33333,0,80,44
2.8,2017993.62253061,13.1247983566397,0,2,3.30360092500826e-07,0.33333,22,0,69
2.8,62805980.9611633,29.2489393523565,2.03210245688438,3,1.0614697109618e-08,0.33333,51,54,0
2.85,22197488.4420075,1403.38084509966,1122.42714744695,1,2.02219219219219e-08,0.33333,0,55,17
2.85,2017993.14533953,15.5133955006984,0,2,3.30360092500826e-07,0.33333,27,0,49
2.85,62805979.971325,30.1438632993135,2.52701681331227,3,1.0614697109618e-08,0.33333,80,21,0
2.9,22197456.8340038,1413.2670966151,1145.89889964308,1,2.02219219219219e-08,0.33333,0,37,32
2.9,2017992.62389486,15.7741195259752,0,2,3.30360092500826e-07,0.33333,21,0,22
2.9,62805978.9874392,28.8858109720787,3.01895496868132,3,1.0614697109618e-08,0.33333,54,25,0
2.95,22197425.0198221,1421.75638687294,1169.52379103301,1,2.02219219219219e-08,0.33333,0,42,17
2.95,2017992.07776513,16.9971860877513,0,2,3.30360092500826e-07,0.33333,42,0,82
2.95,62805978.03746,28.1108051384299,3.49393996025015,3,1.0614697109618e-08,0.33333,58,57,0
3,22197392.994928,1432.04988244761,1193.30518959754,1,2.02219219219219e-08,0.33333,0,17,23
3,2017991.52739626,16.022372155176,0,2,3.30360092500826e-07,0.33333,74,0,43
3,62805977.1059891,27.77654511974,3.95967095947928,3,1.0614697109618e-08,0.33333,25,48,0
3.05,22197360.728269,1443.30557575211,1217.26615522124,1,2.02219219219219e-08,0.33333,0,69,71
3.05,2017991.03241891,13.6698622355083,0,2,3.30360092500826e-07,0.33333,107,0,23
3.05,62805976.1782116,27.8904383056464,4.42355521265352,3,1.0614697109618e-08,0.33333,71,77,0
3.1,22197328.2201134,1453.57339699373,1241.40648960048,1,2.02219219219219e-08,0.33333,0,76,40
3.1,2017990.55953291,14.7063065239395,0,2,3.30360092500826e-07,0.33333,37,0,69
3.1,62805975.2859911,25.6365528566482,4.86966118619599,3,1.0614697109618e-08,0.33333,15,46,0
3.15,22197295.5382337,1458.78590037107,1265.67586595844,1,2.02219219219219e-08,0.33333,0,71,11
3.15,2017990.05180953,15.7601695285627,0,2,3.30360092500826e-07,0.33333,64,0,79
3.15,62805974.3840555,28.4875249901824,5.3206246617563,3,1.0614697109618e-08,0.33333,57,87,0
3.2,22197262.6811732,1469.19346024755,1290.07536652607,1,2.02219219219219e-08,0.33333,0,14,53
3.2,2017989.50950132,16.781324976488,0,2,3.30360092500826e-07,0.33333,65,0,68
3.2,62805973.4717653,26.243674444206,5.77676537158548,3,1.0614697109618e-08,0.33333,42,68,0
3.25,22197229.5893414,1479.71141486814,1314.64924375306,1,2.02219219219219e-08,0.33333,0,51,33
3.25,2017988.98817621,14.4919887486456,0,2,3.30360092500826e-07,0.33333,46,0,33
3.25,62805972.5804281,27.2393473173949,6.22242971420985,3,1.0614697109618e-08,0.33333,34,62,0
3.3,22197196.285552,1488.08389111908,1339.38055687889,1,2.02219219219219e-08,0.33333,0,11,47
3.3,2017988.47257339,16.4497912939695,0,2,3.30360092500826e-07,0.33333,43,0,24
3.3,62805971.689981,26.1845751452463,6.66764903264585,3,1.0614697109618e-08,0.33333,53,45,0
3.35,22197162.7697509,1498.61090224682,1364.26934687223,1,2.02219219219219e-08,0.33333,0,58,42
3.35,2017987.92887313,16.1716425544822,0,2,3.30360092500826e-07,0.33333,7,0,34
3.35,62805970.8324736,25.2633329334761,7.09639863817627,3,1.0614697109618e-08,0.33333,56,35,0
3.4,22197129.0592175,1505.43799979996,1389.30278267924,1,2.02219219219219e-08,0.33333,0,70,64
3.4,2017987.34172973,19.0652153935571,0,2,3.30360092500826e-07,0.33333,23,0,8
3.4,62805969.9958758,24.9316358069778,7.51469353978992,3,1.0614697109618e-08,0.33333,32,47,0
3.45,22197095.2186803,1510.1985221447,1414.43279760166,1,2.02219219219219e-08,0.33333,0,12,81
3.45,2017986.62883525,23.7216638978147,0,2,3.30360092500826e-07,0.33333,8,0,46
3.45,62805969.1637234,24.9977159664658,7.93076578080462,3,1.0614697109618e-08,0.33333,67,17,0
3.5,22197061.2367517,1518.04539992058,1439.66784837894,1,2.02219219219219e-08,0.33333,0,49,28
3.5,2017985.85244188,22.8598618169516,0,2,3.30360092500826e-07,0.33333,8,0,73
3.5,62805968.2874508,27.5858564356273,8.36889792357815,3,1.0614697109618e-08,0.33333,52,20,0
3.55,22197027.0776939,1525.98783146583,1465.03447465259,1,2.02219219219219e-08,0.33333,0,44,55
3.55,2017985.09412237,22.6390226326408,0,2,3.30360092500826e-07,0.33333,9,0,66
3.55,62805967.3359157,29.5116285006567,8.84466096091729,3,1.0614697109618e-08,0.33333,46,49,0
3.6,22196992.7550975,1532.62231799914,1490.52258452393,1,2.02219219219219e-08,0.33333,0,14,42
3.6,2017984.31808682,23.9270413492561,0,2,3.30360092500826e-07,0.33333,52,0,43
3.6,62805966.3221642,31.3185090194298,9.35153187758337,3,1.0614697109618e-08,0.33333,37,10,0
3.65,22196958.2399378,1543.15632974576,1516.15373249787,1,2.02219219219219e-08,0.33333,0,49,56
3.65,2017983.573338,20.7494165214395,0,2,3.30360092500826e-07,0.33333,13,0,11
3.65,62805965.237623,33.7607847634874,9.89379736713976,3,1.0614697109618e-08,0.33333,9,53,0
3.69999999999999,22196923.5529418,1547.9345310352,1541.91252715233,1,2.02219219219219e-08,0.33333,0,22,44
3.69999999999999,2017982.81053868,25.0308168188214,0,2,3.30360092500826e-07,0.33333,17,0,26
3.69999999999999,62805964.0986438,34.5802797179635,10.4632815725574,3,1.0614697109618e-08,0.33333,84,66,0
3.74999999999999,22196888.6921172,1558.65743410713,1567.80044869051,1,2.02219219219219e-08,0.33333,0,80,74
3.74999999999999,2017981.93148485,27.7203442859657,0,2,3.30360092500826e-07,0.33333,29,0,45
3.74999999999999,62805963.0033478,31.1279329153984,11.0109244526726,3,1.0614697109618e-08,0.33333,80,29,0
3.79999999999999,22196853.6349686,1565.43082842465,1593.83420293757,1,2.02219219219219e-08,0.33333,0,24,25
3.79999999999999,2017980.97040985,29.9508821782335,0,2,3.30360092500826e-07,0.33333,44,0,39
3.79999999999999,62805961.9486758,32.1552738331095,11.5382554537815,3,1.0614697109618e-08,0.33333,52,72,0
3.84999999999999,22196818.3737014,1576.85671958314,1620.01957905436,1,2.02219219219219e-08,0.33333,0,5,52
3.84999999999999,2017979.95279717,31.1096886802802,0.50880617850373,2,3.30360092500826e-07,0.33333,46,0,52
3.84999999999999,62805960.918131,29.6705510791912,12.0535230272245,3,1.0614697109618e-08,0.33333,49,8,0
3.89999999999999,22196782.8603759,1587.89744591187,1646.39217820319,1,2.02219219219219e-08,0.33333,0,35,57
3.89999999999999,2017978.97835625,27.3469090544503,0.996026723820336,2,3.30360092500826e-07,0.33333,66,0,35
3.89999999999999,62805959.8814403,32.538901313203,12.5718635479733,3,1.0614697109618e-08,0.33333,37,68,0
3.94999999999999,22196747.1137816,1597.64817037958,1672.93804806058,1,2.02219219219219e-08,0.33333,0,39,61
3.94999999999999,2017978.05748779,27.9073429836234,1.45646124717356,2,3.30360092500826e-07,0.33333,28,0,80
3.94999999999999,62805958.7986156,32.4303187067438,13.1132708142707,3,1.0614697109618e-08,0.33333,63,37,0
3.99999999999999,22196711.1590197,1606.45243142393,1699.63854884579,1,2.02219219219219e-08,0.33333,0,60,87
3.99999999999999,2017977.14627338,26.7629496896263,1.91206895476482,2,3.30360092500826e-07,0.33333,36,0,77
3.99999999999999,62805957.6741897,35.0425369080795,13.6754785190408,3,1.0614697109618e-08,0.33333,31,9,0
4.04999999999999,22196675.0460643,1611.7473657873,1726.45656990706,1,2.02219219219219e-08,0.33333,0,87,18
4.04999999999999,2017976.2835807,24.9942953661277,2.34341595869727,2,3.30360092500826e-07,0.33333,23,0,24
4.04999999999999,62805956.3924078,41.8834338372831,14.3163635073072,3,1.0614697109618e-08,0.33333,82,29,0
4.09999999999999,22196638.7690181,1621.08449072616,1753.39649114788,1,2.02219219219219e-08,0.33333,0,41,57
4.09999999999999,2017975.38564601,28.8932618255317,2.79238419147368,2,3.30360092500826e-07,0.33333,63,0,9
4.09999999999999,62805955.0424158,39.1084361231925,14.9913532451255,3,1.0614697109618e-08,0.33333,56,39,0
4.14999999999999,22196602.2700681,1631.52868568649,1780.50124619249,1,2.02219219219219e-08,0.33333,0,26,59
4.14999999999999,2017974.40777503,29.782196123273,3.28132087494448,2,3.30360092500826e-07,0.33333,60,0,46
4.14999999999999,62805953.7521795,38.3035602392457,15.6364653956329,3,1.0614697109618e-08,0.33333,50,54,0
4.19999999999999,22196565.5338543,1642.23390322417,1807.78224248632,1,2.02219219219219e-08,0.33333,0,72,61
4.19999999999999,2017973.4285165,28.9718239563362,3.77095157198994,2,3.30360092500826e-07,0.33333,63,0,61
4.19999999999999,62805952.4638578,38.9977270438604,16.2806202789037,3,1.0614697109618e-08,0.33333,28,20,0
4.24999999999999,22196528.5944156,1649.64138152736,1835.21420286083,1,2.02219219219219e-08,0.33333,0,74,53
4.24999999999999,2017972.48152466,27.8453182621719,4.24444909941483,2,3.30360092500826e-07,0.33333,70,0,29
4.24999999999999,62805951.0910307,43.3841469297614,16.9670274905832,3,1.0614697109618e-08,0.33333,58,29,0
4.29999999999999,22196491.4641411,1659.24793118752,1862.78792774289,1,2.02219219219219e-08,0.33333,0,37,11
4.29999999999999,2017971.54223066,28.5149634449436,4.71409791658915,2,3.30360092500826e-07,0.33333,69,0,57
4.29999999999999,62805949.6369651,43.8611864529132,17.6940536222256,3,1.0614697109618e-08,0.33333,27,60,0
4.34999999999999,22196454.091287,1671.26686912126,1890.54184386761,1,2.02219219219219e-08,0.33333,0,35,62
4.34999999999999,2017970.60808189,27.5320358067605,5.18117432652423,2,3.30360092500826e-07,0.33333,17,0,11
4.34999999999999,62805948.1785966,43.6403773684271,18.4232311404163,3,1.0614697109618e-08,0.33333,28,29,0
4.39999999999999,22196416.5041935,1678.34090038021,1918.45490614992,1,2.02219219219219e-08,0.33333,0,47,52
4.39999999999999,2017969.65250385,29.8098225338122,5.65896564198547,2,3.30360092500826e-07,0.33333,20,0,8
4.39999999999999,62805946.6983208,45.1805220401685,19.1633622482125,3,1.0614697109618e-08,0.33333,56,33,0
4.44999999999999,22196378.7416424,1686.91004266365,1946.49831491493,1,2.02219219219219e-08,0.33333,0,53,86
4.44999999999999,2017968.60695749,32.9325929437331,6.18174159073038,2,3.30360092500826e-07,0.33333,18,0,48
4.44999999999999,62805945.203986,44.4776963151674,19.9105228658278,3,1.0614697109618e-08,0.33333,50,15,0
4.49999999999999,22196340.8132688,1693.12181552723,1974.66491565404,1,2.02219219219219e-08,0.33333,0,54,39
4.49999999999999,2017967.4983472,33.5868948559196,6.73604996753997,2,3.30360092500826e-07,0.33333,38,0,65
4.49999999999999,62805943.6511527,48.704120004487,20.6869324007912,3,1.0614697109618e-08,0.33333,38,29,0
4.54999999999999,22196302.7147931,1702.07731976974,2002.95788709513,1,2.02219219219219e-08,0.33333,0,38,41
4.54999999999999,2017966.38618037,33.1429747209114,7.29213692986869,2,3.30360092500826e-07,0.33333,8,0,54
4.54999999999999,62805941.9830737,51.3881670859949,21.5209643202288,3,1.0614697109618e-08,0.33333,45,42,0
4.59999999999999,22196264.4198769,1710.63333348776,2031.3967895995,1,2.02219219219219e-08,0.33333,0,60,18
4.59999999999999,2017965.25709247,34.6075147548652,7.85668479615723,2,3.30360092500826e-07,0.33333,49,0,12
4.59999999999999,62805940.2490783,52.6551726315748,22.387954151552,3,1.0614697109618e-08,0.33333,64,55,0
4.64999999999999,22196225.8981626,1722.29766904023,2060.00416839536,1,2.02219219219219e-08,0.33333,0,85,48
4.64999999999999,2017964.0486122,37.9117503528176,8.46092947712454,2,3.30360092500826e-07,0.33333,36,0,59
4.64999999999999,62805938.5537798,49.0528295473906,23.2355957500821,3,1.0614697109618e-08,0.33333,57,14,0
4.69999999999999,22196187.1561425,1730.26865460111,2088.77520286123,1,2.02219219219219e-08,0.33333,0,44,32
4.69999999999999,2017962.77096891,38.7505668017055,9.09975631589077,2,3.30360092500826e-07,0.33333,42,0,18
4.69999999999999,62805936.8748179,51.6923180728998,24.0750691510101,3,1.0614697109618e-08,0.33333,79,97,0
4.74999999999999,22196148.1870028,1742.54804302434,2117.71495419518,1,2.02219219219219e-08,0.33333,0,27,53
4.74999999999999,2017961.40060874,43.4857408619757,9.7849424191351,2,3.30360092500826e-07,0.33333,46,0,14
4.74999999999999,62805935.2428889,46.2082899201249,24.8910263403544,3,1.0614697109618e-08,0.33333,43,73,0
4.79999999999999,22196108.961793,1753.09328423305,2146.84492278736,1,2.02219219219219e-08,0.33333,0,46,73
4.79999999999999,2017959.90544751,46.2333143790701,10.5325301375551,2,3.30360092500826e-07,0.33333,17,0,78
4.79999999999999,62805933.7307679,44.5143571752245,25.6470800515292,3,1.0614697109618e-08,0.33333,33,38,0
4.84999999999999,22196069.5431554,1759.78825534805,2176.11858926727,1,2.02219219219219e-08,0.33333,0,7,20
4.84999999999999,2017958.36067228,46.4556940767049,11.3049256713248,2,3.30360092500826e-07,0.33333,17,0,50
4.84999999999999,62805932.1674849,49.2960056566606,26.4287145690613,3,1.0614697109618e-08,0.33333,61,48,0
4.89999999999999,22196029.9064464,1772.53929795361,2205.55425566101,1,2.02219219219219e-08,0.33333,0,58,27
4.89999999999999,2017956.8092616,46.6313908676498,12.080639556617,2,3.30360092500826e-07,0.33333,68,0,46
4.89999999999999,62805930.543198,48.158156359586,27.2408508043876,3,1.0614697109618e-08,0.33333,20,74,0
4.94999999999999,22195990.0098012,1782.9571855747,2235.18301326088,1,2.02219219219219e-08,0.33333,0,16,31
4.94999999999999,2017955.22680773,48.3226084714452,12.8718758255929,2,3.30360092500826e-07,0.33333,72,0,61
4.94999999999999,62805928.9420735,47.9087256987084,28.041405923333,3,1.0614697109618e-08,0.33333,34,59,0
4.99999999999999,22195949.8472715,1796.24344799411,2265.00928046138,1,2.02219219219219e-08,0.33333,0,54,11
4.99999999999999,2017953.65119529,46.210404780944,13.659691952496,2,3.30360092500826e-07,0.33333,69,0,59
4.99999999999999,62805927.3325735,48.6634828373866,28.8461488085859,3,1.0614697109618e-08,0.33333,67,71,0
5.04999999999999,22195909.3790341,1810.20833304757,2295.06263284509,1,2.02219219219219e-08,0.33333,0,62,62
5.04999999999999,2017952.10049126,46.835746441775,14.435054318673,2,3.30360092500826e-07,0.33333,64,0,61
5.04999999999999,62805925.7538489,46.0528521089484,29.6355041393338,3,1.0614697109618e-08,0.33333,18,64,0
5.09999999999999,22195868.6600837,1818.58768616578,2325.30223015917,1,2.02219219219219e-08,0.33333,0,11,16
5.09999999999999,2017950.52541773,47.6732720848131,15.2226022123438,2,3.30360092500826e-07,0.33333,16,0,24
5.09999999999999,62805924.1715345,48.8940162635342,30.4266543612253,3,1.0614697109618e-08,0.33333,69,46,0
5.14999999999999,22195827.6964008,1832.02996718777,2355.7236319946,1,2.02219219219219e-08,0.33333,0,53,41
5.14999999999999,2017948.90878732,49.3315752286889,16.0309294724104,2,3.30360092500826e-07,0.33333,35,0,79
5.14999999999999,62805922.590927,45.9343269452182,31.2169511650442,3,1.0614697109618e-08,0.33333,12,52,0
5.19999999999999,22195786.4892729,1840.2848437906,2386.32588328212,1,2.02219219219219e-08,0.33333,0,58,33
5.19999999999999,2017947.2582067,49.7068525633634,16.8562327659576,2,3.30360092500826e-07,0.33333,37,0,53
5.19999999999999,62805921.0000269,49.5297839455635,32.0123942373221,3,1.0614697109618e-08,0.33333,19,50,0
5.24999999999999,22195745.0896846,1849.18919391206,2417.07112148743,1,2.02219219219219e-08,0.33333,0,21,18
5.24999999999999,2017945.57238881,51.4497475529617,17.6991556622661,2,3.30360092500826e-07,0.33333,29,0,16
5.24999999999999,62805919.3209555,51.2193270202817,32.8519226557563,3,1.0614697109618e-08,0.33333,15,56,0
5.29999999999999,22195703.4672796,1860.15082898877,2447.9818914131,1,2.02219219219219e-08,0.33333,0,62,73
5.29999999999999,2017943.81625925,53.9277970498774,18.5772357275322,2,3.30360092500826e-07,0.33333,23,0,13
5.29999999999999,62805917.630345,50.2146395913869,33.6972205152087,3,1.0614697109618e-08,0.33333,25,60,0
5.34999999999999,22195661.6499573,1866.56256816176,2479.03747450804,1,2.02219219219219e-08,0.33333,0,58,41
5.34999999999999,2017941.9315901,59.1701143708387,19.5195875544946,2,3.30360092500826e-07,0.33333,41,0,30
5.34999999999999,62805915.9416615,51.1089886631156,34.5415549374823,3,1.0614697109618e-08,0.33333,70,43,0
5.39999999999999,22195619.632756,1877.97568753206,2510.24155648896,1,2.02219219219219e-08,0.33333,0,60,12
5.39999999999999,2017939.91764542,61.6770673027138,20.5265793047266,2,3.30360092500826e-07,0.33333,56,0,68
5.39999999999999,62805914.2589499,49.8503517750681,35.3829034969491,3,1.0614697109618e-08,0.33333,67,38,0
5.44999999999999,22195577.3368394,1891.41047456755,2541.65268607167,1,2.02219219219219e-08,0.33333,0,36,68
5.44999999999999,2017937.8663656,61.4026864101894,21.5522400164202,2,3.30360092500826e-07,0.33333,15,0,69
5.44999999999999,62805912.6042986,49.4276845211043,36.2102219771347,3,1.0614697109618e-08,0.33333,52,49,0
5.49999999999999,22195534.7880981,1900.51026523815,2573.25163669826,1,2.02219219219219e-08,0.33333,0,66,36
5.49999999999999,2017935.80168548,62.4850044788664,22.5846020667948,2,3.30360092500826e-07,0.33333,42,0,59
5.49999999999999,62805910.9127376,52.0734723291934,37.0559952462104,3,1.0614697109618e-08,0.33333,52,14,0
5.54999999999999,22195492.0183313,1911.11687510108,2605.01479360235,1,2.02219219219219e-08,0.33333,0,11,18
5.54999999999999,2017933.71906413,62.4762919025441,23.625935994522,2,3.30360092500826e-07,0.33333,49,0,24
5.54999999999999,62805909.1381105,54.4107934352103,37.9433011482294,3,1.0614697109618e-08,0.33333,60,47,0
5.59999999999999,22195448.9604615,1926.19756517141,2636.99197331363,1,2.02219219219219e-08,0.33333,0,27,55
5.59999999999999,2017931.63171008,62.7699445416834,24.6696374001538,2,3.30360092500826e-07,0.33333,67,0,56
5.59999999999999,62805907.3636903,52.0480111155147,38.8305036764418,3,1.0614697109618e-08,0.33333,13,70,0
5.64999999999999,22195405.6093551,1937.25365531022,2669.18698963267,1,2.02219219219219e-08,0.33333,0,42,4
5.64999999999999,2017929.54370562,62.5139213040199,25.7136651044043,2,3.30360092500826e-07,0.33333,16,0,87
5.64999999999999,62805905.5907572,54.3344852137568,39.7169626853588,3,1.0614697109618e-08,0.33333,67,25,0
5.69999999999999,22195361.9875768,1950.32933739495,2701.58308584558,1,2.02219219219219e-08,0.33333,0,55,49
5.69999999999999,2017927.47268817,61.7494036945857,26.7492001567167,2,3.30360092500826e-07,0.33333,31,0,65
5.69999999999999,62805903.7652713,55.1972359419806,40.6296979292779,3,1.0614697109618e-08,0.33333,32,44,0
5.74999999999999,22195318.1154425,1959.56938218175,2734.16517535705,1,2.02219219219219e-08,0.33333,0,8,29
5.74999999999999,2017925.39468931,62.9383756379732,27.7882270756935,2,3.30360092500826e-07,0.33333,48,0,73
5.74999999999999,62805901.8781048,58.0408271579405,41.5732731935186,3,1.0614697109618e-08,0.33333,56,70,0
5.79999999999999,22195273.974726,1974.27847885458,2766.94679518702,1,2.02219219219219e-08,0.33333,0,60,64
5.79999999999999,2017923.31527536,61.8280540364488,28.8279626293009,2,3.30360092500826e-07,0.33333,54,0,47
