time, S, I, R, M0, M1
62.95,710.166,-0.269698,9280.05,2,2
63,710.167,-0.266137,9280.05,0,0
63.05,710.168,-0.262622,9280.04,0,0
63.1,710.169,-0.259154,9280.04,1,1
63.15,710.169,-0.255732,9280.04,0,0
63.2,710.17,-0.252355,9280.03,0,0
63.25,710.171,-0.249023,9280.03,0,0
63.3,710.172,-0.245734,9280.02,0,0
63.35,710.173,-0.242489,9280.02,0,0
63.4,710.174,-0.239287,9280.02,0,0
63.45,710.174,-0.236127,9280.01,0,0
63.5,710.175,-0.233009,9280.01,0,0
63.55,710.176,-0.229932,9280,0,0
63.6,710.177,-0.226896,9280,2,2
63.65,710.178,-0.2239,9280,1,1
63.7,710.178,-0.220943,9279.99,1,1
63.75,710.179,-0.218026,9279.99,1,1
63.8,710.18,-0.215147,9279.99,3,3
63.85,710.18,-0.212305,9279.98,1,1
63.9,710.181,-0.209502,9279.98,1,1
63.95,710.182,-0.206735,9279.97,2,2
64,710.183,-0.204005,9279.97,1,1
64.05,710.183,-0.201312,9279.97,0,0
64.1,710.184,-0.198653,9279.96,1,1
64.15,710.185,-0.19603,9279.96,0,0
64.2,710.185,-0.193441,9279.96,0,0
64.25,710.186,-0.190887,9279.95,3,3
64.3,710.187,-0.238035,9279.95,2,1
64.35,710.187,-0.234892,9279.95,0,0
64.4,710.188,-0.23179,9279.94,1,1
64.45,710.189,-0.228729,9279.94,0,0
64.5,710.19,-0.225709,9279.94,3,3
64.55,710.19,-0.222729,9279.93,2,2
64.6,710.191,-0.219787,9279.93,1,1
64.65,710.192,-0.216885,9279.92,3,3
64.7,710.193,-0.214021,9279.92,0,0
64.75,710.193,-0.211195,9279.92,1,1
64.8,710.194,-0.208406,9279.91,0,0
64.85,710.195,-0.205654,9279.91,2,2
64.9,710.196,-0.202938,9279.91,0,0
64.95,710.196,-0.249928,9279.9,2,1
65,710.197,-0.246627,9279.9,0,0
65.05,710.198,-0.243371,9279.9,0,0
65.1,710.199,-0.240157,9279.89,1,1
65.15,710.2,-0.236986,9279.89,0,0
65.2,710.2,-0.233856,9279.88,3,3
65.25,710.201,-0.230768,9279.88,1,1
65.3,710.202,-0.227721,9279.88,1,1
65.35,710.203,-0.224714,9279.87,0,0
65.4,710.203,-0.221746,9279.87,4,4
65.45,710.204,-0.218818,9279.86,0,0
65.5,710.205,-0.215929,9279.86,0,0
65.55,710.206,-0.213077,9279.86,0,0
65.6,710.206,-0.210264,9279.85,0,0
65.65,710.207,-0.207487,9279.85,1,1
65.7,710.208,-0.204747,9279.85,1,1
65.75,710.208,-0.202043,9279.84,0,0
65.8,710.209,-0.199375,9279.84,1,1
65.85,710.21,-0.196743,9279.84,0,0
65.9,710.21,-0.194145,9279.83,1,1
65.95,710.211,-0.191581,9279.83,1,1
66,710.212,-0.189051,9279.83,1,1
66.05,710.212,-0.186555,9279.82,1,1
66.1,710.213,-0.184091,9279.82,2,2
66.15,710.214,-0.18166,9279.82,2,2
66.2,710.214,-0.179262,9279.82,0,0
66.25,710.215,-0.176894,9279.81,0,0
66.3,710.215,-0.174558,9279.81,3,3
66.35,710.216,-0.172253,9279.81,0,0
66.4,710.217,-0.169979,9279.8,0,0
66.45,710.217,-0.167734,9279.8,0,0
66.5,710.218,-0.165519,9279.8,1,1
66.55,710.218,-0.163334,9279.8,1,1
66.6,710.219,-0.161177,9279.79,1,1
66.65,710.219,-0.159048,9279.79,0,0
66.7,710.22,-0.156948,9279.79,0,0
66.75,710.22,-0.154876,9279.78,1,1
66.8,710.221,-0.152831,9279.78,1,1
66.85,710.221,-0.150812,9279.78,0,0
66.9,710.222,-0.148821,9279.78,2,2
66.95,710.222,-0.146856,9279.77,1,1
67,710.223,-0.144917,9279.77,0,0
67.05,710.223,-0.143003,9279.77,1,1
67.1,710.224,-0.141115,9279.77,0,0
67.15,710.224,-0.139251,9279.76,0,0
67.2,710.225,-0.137412,9279.76,0,0
67.25,710.225,-0.135598,9279.76,1,1
67.3,710.226,-0.133807,9279.76,0,0
67.35,710.226,-0.13204,9279.76,1,1
67.4,710.227,-0.130297,9279.75,0,0
67.45,710.227,-0.128576,9279.75,0,0
67.5,710.228,-0.126878,9279.75,1,1
67.55,710.228,-0.125203,9279.75,2,2
67.6,710.228,-0.12355,9279.75,1,1
67.65,710.229,-0.121918,9279.74,0,0
67.7,710.229,-0.120308,9279.74,0,0
67.75,710.23,-0.11872,9279.74,0,0
67.8,710.23,-0.117152,9279.74,0,0
67.85,710.23,-0.115605,9279.74,1,1
67.9,710.231,-0.114078,9279.73,0,0
67.95,710.231,-0.112572,9279.73,1,1
68,710.232,-0.111085,9279.73,0,0
68.05,710.232,-0.109619,9279.73,0,0
68.1,710.232,-0.108171,9279.73,1,1
68.15,710.233,-0.106743,9279.72,2,2
68.2,710.233,-0.105333,9279.72,0,0
68.25,710.233,-0.103942,9279.72,0,0
68.3,710.234,-0.10257,9279.72,1,1
68.35,710.234,-0.101215,9279.72,2,2
68.4,710.234,-0.0998787,9279.72,0,0
68.45,710.235,-0.0985599,9279.71,0,0
68.5,710.235,-0.0972584,9279.71,2,2
68.55,710.235,-0.0959741,9279.71,0,0
68.6,710.236,-0.0947068,9279.71,1,1
68.65,710.236,-0.0934562,9279.71,0,0
68.7,710.236,-0.0922221,9279.71,0,0
68.75,710.237,-0.0910043,9279.7,1,1
68.8,710.237,-0.0898026,9279.7,0,0
68.85,710.237,-0.0886168,9279.7,0,0
68.9,710.238,-0.0874466,9279.7,0,0
68.95,710.238,-0.0862919,9279.7,0,0
69,710.238,-0.0851524,9279.7,0,0
69.05,710.238,-0.084028,9279.7,2,2
69.1,710.239,-0.0829184,9279.69,0,0
69.15,710.239,-0.0818234,9279.69,0,0
69.2,710.239,-0.080743,9279.69,2,2
69.25,710.239,-0.0796768,9279.69,1,1
69.3,710.24,-0.0786246,9279.69,2,2
69.35,710.24,-0.0775864,9279.69,0,0
69.4,710.24,-0.0765619,9279.69,1,1
69.45,710.241,-0.0755509,9279.69,0,0
69.5,710.241,-0.0745533,9279.68,0,0
69.55,710.241,-0.0735688,9279.68,0,0
69.6,710.241,-0.0725973,9279.68,1,1
69.65,710.242,-0.0716387,9279.68,0,0
69.7,710.242,-0.0706927,9279.68,0,0
69.75,710.242,-0.0697592,9279.68,0,0
69.8,710.242,-0.0688381,9279.68,1,1
69.85,710.242,-0.0679291,9279.68,0,0
69.9,710.243,-0.0670321,9279.67,0,0
69.95,710.243,-0.0661469,9279.67,0,0
70,710.243,-0.0652734,9279.67,1,1
70.05,710.243,-0.0644115,9279.67,0,0
70.1,710.244,-0.063561,9279.67,0,0
70.15,710.244,-0.0627217,9279.67,0,0
70.2,710.244,-0.0618934,9279.67,0,0
70.25,710.244,-0.0610761,9279.67,0,0
70.3,710.244,-0.0602696,9279.67,2,2
70.35,710.245,-0.0594738,9279.66,0,0
70.4,710.245,-0.0586884,9279.66,1,1
70.45,710.245,-0.0579135,9279.66,0,0
70.5,710.245,-0.0571487,9279.66,0,0
70.55,710.245,-0.0563941,9279.66,1,1
70.6,710.246,-0.0556494,9279.66,2,2
70.65,710.246,-0.0549146,9279.66,0,0
70.7,710.246,-0.0541894,9279.66,0,0
70.75,710.246,-0.0534738,9279.66,0,0
70.8,710.246,-0.0527677,9279.66,0,0
70.85,710.246,-0.0520709,9279.66,0,0
70.9,710.247,-0.0513834,9279.65,0,0
70.95,710.247,-0.0507048,9279.65,1,1
71,710.247,-0.0997044,9279.65,1,0
71.05,710.247,-0.0983879,9279.65,1,1
71.1,710.248,-0.0970887,9279.65,0,0
71.15,710.248,-0.0958066,9279.65,1,1
71.2,710.248,-0.0945415,9279.65,0,0
71.25,710.249,-0.0932931,9279.64,0,0
71.3,710.249,-0.0920612,9279.64,2,2
71.35,710.249,-0.0908455,9279.64,1,1
71.4,710.25,-0.0896459,9279.64,0,0
71.45,710.25,-0.0884622,9279.64,1,1
71.5,710.25,-0.087294,9279.64,0,0
71.55,710.251,-0.0861413,9279.64,0,0
71.6,710.251,-0.0850038,9279.63,0,0
71.65,710.251,-0.0838814,9279.63,0,0
71.7,710.251,-0.0827737,9279.63,0,0
71.75,710.252,-0.0816807,9279.63,0,0
71.8,710.252,-0.0806021,9279.63,2,2
71.85,710.252,-0.0795378,9279.63,0,0
71.9,710.252,-0.0784875,9279.63,1,1
71.95,710.253,-0.0774511,9279.62,0,0
72,710.253,-0.0764284,9279.62,0,0
72.05,710.253,-0.0754191,9279.62,1,1
72.1,710.254,-0.0744232,9279.62,0,0
72.15,710.254,-0.0734405,9279.62,0,0
72.2,710.254,-0.0724707,9279.62,0,0
72.25,710.254,-0.0715138,9279.62,1,1
72.3,710.254,-0.0705694,9279.62,1,1
72.35,710.255,-0.0696376,9279.61,1,1
72.4,710.255,-0.068718,9279.61,0,0
72.45,710.255,-0.0678106,9279.61,0,0
72.5,710.255,-0.0669152,9279.61,0,0
72.55,710.256,-0.0660316,9279.61,0,0
72.6,710.256,-0.0651597,9279.61,0,0
72.65,710.256,-0.0642992,9279.61,1,1
72.7,710.256,-0.0634502,9279.61,1,1
72.75,710.257,-0.0626123,9279.61,1,1
72.8,710.257,-0.0617855,9279.61,0,0
72.85,710.257,-0.0609697,9279.6,0,0
72.9,710.257,-0.0601646,9279.6,1,1
72.95,710.257,-0.0593701,9279.6,0,0
73,710.258,-0.0585861,9279.6,1,1
73.05,710.258,-0.0578125,9279.6,0,0
73.1,710.258,-0.0570491,9279.6,0,0
73.15,710.258,-0.0562958,9279.6,0,0
73.2,710.258,-0.0555524,9279.6,0,0
73.25,710.258,-0.0548189,9279.6,0,0
73.3,710.259,-0.054095,9279.6,0,0
73.35,710.259,-0.0533807,9279.59,1,1
73.4,710.259,-0.0526758,9279.59,0,0
73.45,710.259,-0.0519802,9279.59,0,0
73.5,710.259,-0.0512938,9279.59,0,0
73.55,710.26,-0.0506165,9279.59,0,0
73.6,710.26,-0.0499481,9279.59,0,0
73.65,710.26,-0.0492886,9279.59,1,1
73.7,710.26,-0.0486377,9279.59,0,0
73.75,710.26,-0.0479955,9279.59,0,0
73.8,710.26,-0.0473617,9279.59,0,0
73.85,710.261,-0.0467363,9279.59,0,0
73.9,710.261,-0.0461192,9279.59,0,0
73.95,710.261,-0.0455102,9279.58,1,1
74,710.261,-0.0449092,9279.58,1,1
74.05,710.261,-0.0443162,9279.58,1,1
74.1,710.261,-0.043731,9279.58,0,0
74.15,710.261,-0.0431535,9279.58,1,1
74.2,710.262,-0.0425837,9279.58,0,0
74.25,710.262,-0.0420214,9279.58,0,0
74.3,710.262,-0.0414665,9279.58,1,1
74.35,710.262,-0.040919,9279.58,0,0
74.4,710.262,-0.0403786,9279.58,0,0
74.45,710.262,-0.0398454,9279.58,0,0
74.5,710.262,-0.0393193,9279.58,0,0
74.55,710.263,-0.0388001,9279.58,0,0
74.6,710.263,-0.0382877,9279.58,0,0
74.65,710.263,-0.0377822,9279.57,1,1
74.7,710.263,-0.0372833,9279.57,1,1
74.75,710.263,-0.0367909,9279.57,0,0
74.8,710.263,-0.0363051,9279.57,1,1
74.85,710.263,-0.0358257,9279.57,0,0
74.9,710.263,-0.0353526,9279.57,0,0
74.95,710.264,-0.0348858,9279.57,0,0
75,710.264,-0.0344252,9279.57,0,0
75.05,710.264,-0.0339706,9279.57,0,0
75.1,710.264,-0.033522,9279.57,0,0
75.15,710.264,-0.0330794,9279.57,0,0
75.2,710.264,-0.0326426,9279.57,1,1
75.25,710.264,-0.0322115,9279.57,1,1
75.3,710.264,-0.0317862,9279.57,0,0
75.35,710.264,-0.0313664,9279.57,0,0
75.4,710.265,-0.0309523,9279.57,1,1
75.45,710.265,-0.0305435,9279.57,0,0
75.5,710.265,-0.0301402,9279.57,0,0
75.55,710.265,-0.0297422,9279.56,0,0
75.6,710.265,-0.0293495,9279.56,2,2
75.65,710.265,-0.0289619,9279.56,0,0
75.7,710.265,-0.0285795,9279.56,0,0
75.75,710.265,-0.0282021,9279.56,1,1
75.8,710.265,-0.0278297,9279.56,1,1
75.85,710.265,-0.0274622,9279.56,0,0
75.9,710.266,-0.0270996,9279.56,2,2
75.95,710.266,-0.0267417,9279.56,0,0
76,710.266,-0.0263886,9279.56,1,1
76.05,710.266,-0.0260402,9279.56,0,0
76.1,710.266,-0.0256963,9279.56,0,0
76.15,710.266,-0.025357,9279.56,0,0
76.2,710.266,-0.0250222,9279.56,1,1
76.25,710.266,-0.0246918,9279.56,0,0
76.3,710.266,-0.0243657,9279.56,0,0
76.35,710.266,-0.024044,9279.56,0,0
76.4,710.266,-0.0237265,9279.56,1,1
76.45,710.266,-0.0234132,9279.56,0,0
76.5,710.267,-0.023104,9279.56,1,1
76.55,710.267,-0.0227989,9279.56,0,0
76.6,710.267,-0.0224979,9279.56,0,0
76.65,710.267,-0.0222008,9279.56,0,0
76.7,710.267,-0.0219076,9279.56,0,0
76.75,710.267,-0.0216183,9279.55,0,0
76.8,710.267,-0.0213329,9279.55,0,0
76.85,710.267,-0.0210512,9279.55,0,0
76.9,710.267,-0.0207732,9279.55,1,1
76.95,710.267,-0.0204989,9279.55,1,1
77,710.267,-0.0202282,9279.55,0,0
77.05,710.267,-0.0199611,9279.55,0,0
77.1,710.267,-0.0196975,9279.55,1,1
77.15,710.267,-0.0194374,9279.55,0,0
77.2,710.268,-0.0191808,9279.55,0,0
77.25,710.268,-0.0189275,9279.55,0,0
77.3,710.268,-0.0186775,9279.55,2,2
77.35,710.268,-0.0184309,9279.55,0,0
77.4,710.268,-0.0181875,9279.55,0,0
77.45,710.268,-0.0179474,9279.55,1,1
77.5,710.268,-0.0177104,9279.55,1,1
77.55,710.268,-0.0174765,9279.55,0,0
77.6,710.268,-0.0172457,9279.55,2,2
77.65,710.268,-0.017018,9279.55,0,0
77.7,710.268,-0.0167933,9279.55,1,1
77.75,710.268,-0.0165715,9279.55,0,0
77.8,710.268,-0.0163527,9279.55,0,0
77.85,710.268,-0.0161368,9279.55,0,0
77.9,710.268,-0.0159237,9279.55,1,1
77.95,710.268,-0.0157134,9279.55,0,0
78,710.268,-0.0155059,9279.55,0,0
78.05,710.269,-0.0153012,9279.55,0,0
78.1,710.269,-0.0150991,9279.55,1,1
78.15,710.269,-0.0148998,9279.55,0,0
78.2,710.269,-0.014703,9279.55,1,1
78.25,710.269,-0.0145089,9279.55,0,0
78.3,710.269,-0.0143173,9279.55,0,0
78.35,710.269,-0.0141282,9279.55,0,0
78.4,710.269,-0.0139417,9279.55,0,0
78.45,710.269,-0.0137576,9279.54,0,0
78.5,710.269,-0.0135759,9279.54,0,0
78.55,710.269,-0.0133966,9279.54,0,0
78.6,710.269,-0.0132197,9279.54,1,1
78.65,710.269,-0.0627143,9279.54,1,0
78.7,710.269,-0.0618862,9279.54,0,0
78.75,710.27,-0.061069,9279.54,0,0
78.8,710.27,-0.0602626,9279.54,1,1
78.85,710.27,-0.0594668,9279.54,0,0
78.9,710.27,-0.0586816,9279.54,0,0
78.95,710.27,-0.0579067,9279.54,0,0
79,710.271,-0.0571421,9279.54,1,1
79.05,710.271,-0.0563875,9279.54,0,0
79.1,710.271,-0.055643,9279.53,0,0
79.15,710.271,-0.0549082,9279.53,1,1
79.2,710.271,-0.0541832,9279.53,0,0
79.25,710.272,-0.0534677,9279.53,0,0
79.3,710.272,-0.0527616,9279.53,0,0
79.35,710.272,-0.0520649,9279.53,0,0
79.4,710.272,-0.0513774,9279.53,0,0
79.45,710.272,-0.100368,9279.53,1,0
79.5,710.273,-0.0990428,9279.53,2,2
79.55,710.273,-0.097735,9279.52,1,1
79.6,710.273,-0.0964444,9279.52,0,0
79.65,710.274,-0.0951709,9279.52,0,0
79.7,710.274,-0.0939142,9279.52,2,2
79.75,710.274,-0.0926741,9279.52,1,1
79.8,710.275,-0.0914503,9279.52,0,0
79.85,710.275,-0.0902428,9279.52,0,0
79.9,710.275,-0.0890511,9279.51,0,0
79.95,710.275,-0.0878752,9279.51,1,1
80,710.276,-0.0867149,9279.51,0,0
80.05,710.276,-0.0855698,9279.51,0,0
80.1,710.276,-0.0844399,9279.51,0,0
80.15,710.277,-0.0833249,9279.51,1,1
80.2,710.277,-0.0822246,9279.51,0,0
80.25,710.277,-0.0811389,9279.5,0,0
80.3,710.277,-0.0800674,9279.5,0,0
80.35,710.278,-0.0790102,9279.5,0,0
80.4,710.278,-0.0779669,9279.5,0,0
80.45,710.278,-0.0769373,9279.5,0,0
80.5,710.279,-0.0759214,9279.5,0,0
80.55,710.279,-0.0749189,9279.5,0,0
80.6,710.279,-0.0739296,9279.49,0,0
80.65,710.279,-0.122623,9279.49,1,0
80.7,710.28,-0.121003,9279.49,1,1
80.75,710.28,-0.119406,9279.49,0,0
80.8,710.281,-0.117829,9279.49,0,0
80.85,710.281,-0.116273,9279.49,0,0
80.9,710.281,-0.114738,9279.48,1,1
80.95,710.282,-0.113222,9279.48,0,0
81,710.282,-0.111727,9279.48,0,0
81.05,710.282,-0.110252,9279.48,1,1
81.1,710.283,-0.108796,9279.48,1,1
81.15,710.283,-0.10736,9279.47,0,0
81.2,710.284,-0.105942,9279.47,0,0
81.25,710.284,-0.104543,9279.47,0,0
81.3,710.284,-0.103163,9279.47,0,0
81.35,710.285,-0.1018,9279.47,1,1
81.4,710.285,-0.100456,9279.47,0,0
81.45,710.285,-0.0991296,9279.46,0,0
81.5,710.286,-0.0978206,9279.46,0,0
81.55,710.286,-0.0965289,9279.46,0,0
81.6,710.286,-0.0952543,9279.46,1,1
81.65,710.287,-0.0939965,9279.46,1,1
81.7,710.287,-0.0927553,9279.46,0,0
81.75,710.287,-0.0915305,9279.45,0,0
81.8,710.288,-0.0903219,9279.45,0,0
81.85,710.288,-0.0891292,9279.45,0,0
81.9,710.288,-0.0879523,9279.45,1,1
81.95,710.288,-0.0867909,9279.45,0,0
82,710.289,-0.0856449,9279.45,0,0
82.05,710.289,-0.0845139,9279.45,0,0
82.1,710.289,-0.083398,9279.44,0,0
82.15,710.29,-0.0822967,9279.44,0,0
82.2,710.29,-0.08121,9279.44,0,0
82.25,710.29,-0.0801377,9279.44,1,1
82.3,710.29,-0.0790795,9279.44,0,0
82.35,710.291,-0.0780353,9279.44,0,0
82.4,710.291,-0.0770048,9279.44,1,1
82.45,710.291,-0.075988,9279.43,0,0
82.5,710.291,-0.0749846,9279.43,0,0
82.55,710.292,-0.0739945,9279.43,0,0
82.6,710.292,-0.0730174,9279.43,0,0
82.65,710.292,-0.0720532,9279.43,0,0
82.7,710.292,-0.0711018,9279.43,0,0
82.75,710.293,-0.0701629,9279.43,1,1
82.8,710.293,-0.0692364,9279.43,0,0
82.85,710.293,-0.0683222,9279.43,0,0
82.9,710.293,-0.06742,9279.42,1,1
82.95,710.294,-0.0665298,9279.42,0,0
83,710.294,-0.0656513,9279.42,0,0
83.05,710.294,-0.0647844,9279.42,1,1
83.1,710.294,-0.0639289,9279.42,1,1
83.15,710.294,-0.0630848,9279.42,0,0
83.2,710.295,-0.0622517,9279.42,1,1
83.25,710.295,-0.0614297,9279.42,0,0
83.3,710.295,-0.0606186,9279.42,2,2
83.35,710.295,-0.0598181,9279.41,0,0
83.4,710.295,-0.0590282,9279.41,0,0
83.45,710.296,-0.0582488,9279.41,1,1
83.5,710.296,-0.0574796,9279.41,1,1
83.55,710.296,-0.0567206,9279.41,1,1
83.6,710.296,-0.0559717,9279.41,0,0
83.65,710.296,-0.0552326,9279.41,1,1
83.7,710.297,-0.0545033,9279.41,0,0
83.75,710.297,-0.0537836,9279.41,0,0
83.8,710.297,-0.0530734,9279.41,0,0
83.85,710.297,-0.0523726,9279.41,0,0
83.9,710.297,-0.051681,9279.4,0,0
83.95,710.298,-0.0509986,9279.4,0,0
84,710.298,-0.0503252,9279.4,0,0
84.05,710.298,-0.0496606,9279.4,0,0
84.1,710.298,-0.098674,9279.4,1,0
84.15,710.298,-0.0973711,9279.4,0,0
84.2,710.299,-0.0960853,9279.4,1,1
84.25,710.299,-0.0948166,9279.4,1,1
84.3,710.299,-0.0935645,9279.39,0,0
84.35,710.3,-0.0923291,9279.39,0,0
84.4,710.3,-0.0911099,9279.39,0,0
84.45,710.3,-0.0899068,9279.39,0,0
84.5,710.301,-0.0887196,9279.39,1,1
84.55,710.301,-0.0875481,9279.39,0,0
84.6,710.301,-0.0863921,9279.39,0,0
84.65,710.302,-0.0852513,9279.38,0,0
84.7,710.302,-0.0841256,9279.38,0,0
84.75,710.302,-0.0830148,9279.38,0,0
84.8,710.302,-0.0819186,9279.38,0,0
84.85,710.303,-0.0808369,9279.38,0,0
84.9,710.303,-0.0797695,9279.38,0,0
84.95,710.303,-0.0787161,9279.38,1,1
85,710.303,-0.0776767,9279.37,1,1
85.05,710.304,-0.076651,9279.37,0,0
85.1,710.304,-0.0756389,9279.37,1,1
85.15,710.304,-0.0746401,9279.37,0,0
85.2,710.304,-0.0736545,9279.37,0,0
85.25,710.305,-0.0726819,9279.37,1,1
85.3,710.305,-0.0717222,9279.37,0,0
85.35,710.305,-0.0707751,9279.37,0,0
85.4,710.305,-0.0698406,9279.36,1,1
85.45,710.306,-0.0689184,9279.36,0,0
85.5,710.306,-0.0680083,9279.36,2,2
85.55,710.306,-0.0671103,9279.36,0,0
85.6,710.306,-0.0662241,9279.36,1,1
85.65,710.307,-0.0653497,9279.36,0,0
85.7,710.307,-0.0644868,9279.36,0,0
85.75,710.307,-0.0636352,9279.36,0,0
85.8,710.307,-0.062795,9279.36,0,0
85.85,710.307,-0.0619658,9279.35,0,0
85.9,710.308,-0.0611475,9279.35,0,0
85.95,710.308,-0.0603401,9279.35,0,0
86,710.308,-0.0595433,9279.35,0,0
86.05,710.308,-0.0587571,9279.35,0,0
86.1,710.308,-0.0579812,9279.35,0,0
86.15,710.309,-0.0572156,9279.35,0,0
86.2,710.309,-0.0564601,9279.35,1,1
86.25,710.309,-0.0557146,9279.35,0,0
86.3,710.309,-0.0549789,9279.35,0,0
86.35,710.309,-0.0542529,9279.34,0,0
86.4,710.31,-0.0535365,9279.34,0,0
86.45,710.31,-0.0528296,9279.34,0,0
86.5,710.31,-0.052132,9279.34,0,0
86.55,710.31,-0.0514436,9279.34,1,1
86.6,710.31,-0.0507643,9279.34,0,0
86.65,710.31,-0.050094,9279.34,0,0
86.7,710.311,-0.0494326,9279.34,1,1
86.75,710.311,-0.0487798,9279.34,0,0
86.8,710.311,-0.0481357,9279.34,0,0
86.85,710.311,-0.0475001,9279.34,2,2
86.9,710.311,-0.0468729,9279.34,2,2
86.95,710.311,-0.0462539,9279.33,0,0
87,710.312,-0.0456432,9279.33,0,0
87.05,710.312,-0.0947096,9279.33,1,0
87.1,710.312,-0.093459,9279.33,0,0
87.15,710.312,-0.0922249,9279.33,0,0
87.2,710.313,-0.0910072,9279.33,0,0
87.25,710.313,-0.0898054,9279.33,0,0
87.3,710.313,-0.0886196,9279.33,2,2
87.35,710.314,-0.0874494,9279.32,3,3
87.4,710.314,-0.0862947,9279.32,0,0
87.45,710.314,-0.0851552,9279.32,0,0
87.5,710.315,-0.0840308,9279.32,0,0
87.55,710.315,-0.0829212,9279.32,0,0
87.6,710.315,-0.0818262,9279.32,0,0
87.65,710.315,-0.0807458,9279.32,1,1
87.7,710.316,-0.0796796,9279.31,0,0
87.75,710.316,-0.0786274,9279.31,0,0
87.8,710.316,-0.0775892,9279.31,1,1
87.85,710.316,-0.0765647,9279.31,0,0
87.9,710.317,-0.0755537,9279.31,0,0
87.95,710.317,-0.074556,9279.31,0,0
88,710.317,-0.0735715,9279.31,0,0
88.05,710.317,-0.0726,9279.31,0,0
88.1,710.318,-0.0716414,9279.3,1,1
88.15,710.318,-0.0706954,9279.3,1,1
88.2,710.318,-0.0697619,9279.3,0,0
88.25,710.318,-0.0688407,9279.3,0,0
88.3,710.319,-0.0679317,9279.3,0,0
88.35,710.319,-0.0670347,9279.3,0,0
88.4,710.319,-0.0661496,9279.3,0,0
88.45,710.319,-0.0652761,9279.3,0,0
88.5,710.32,-0.0644141,9279.29,0,0
88.55,710.32,-0.0635636,9279.29,0,0
88.6,710.32,-0.0627243,9279.29,1,1
88.65,710.32,-0.061896,9279.29,1,1
88.7,710.32,-0.0610787,9279.29,1,1
88.75,710.321,-0.0602722,9279.29,0,0
88.8,710.321,-0.0594763,9279.29,1,1
88.85,710.321,-0.10836,9279.29,1,0
88.9,710.321,-0.106929,9279.29,0,0
88.95,710.322,-0.105517,9279.28,0,0
89,710.322,-0.104124,9279.28,0,0
89.05,710.322,-0.102749,9279.28,0,0
89.1,710.323,-0.101392,9279.28,1,1
89.15,710.323,-0.100054,9279.28,0,0
89.2,710.323,-0.0987324,9279.28,0,0
89.25,710.324,-0.0974287,9279.27,0,0
89.3,710.324,-0.0961422,9279.27,0,0
89.35,710.324,-0.0948727,9279.27,0,0
89.4,710.325,-0.0936199,9279.27,0,0
89.45,710.325,-0.0923837,9279.27,0,0
89.5,710.325,-0.0911638,9279.27,0,0
89.55,710.326,-0.08996,9279.26,0,0
89.6,710.326,-0.0887722,9279.26,0,0
89.65,710.326,-0.0876,9279.26,0,0
89.7,710.327,-0.0864433,9279.26,0,0
89.75,710.327,-0.0853018,9279.26,0,0
89.8,710.327,-0.0841755,9279.26,0,0
89.85,710.327,-0.083064,9279.26,0,0
89.9,710.328,-0.0819671,9279.25,0,0
89.95,710.328,-0.0808848,9279.25,0,0
90,710.328,-0.0798168,9279.25,0,0
90.05,710.329,-0.0787628,9279.25,0,0
90.1,710.329,-0.0777228,9279.25,0,0
90.15,710.329,-0.0766965,9279.25,0,0
90.2,710.329,-0.0756838,9279.25,0,0
90.25,710.33,-0.0746844,9279.25,0,0
90.3,710.33,-0.0736982,9279.24,1,1
90.35,710.33,-0.0727251,9279.24,0,0
90.4,710.33,-0.0717648,9279.24,0,0
90.45,710.331,-0.0708172,9279.24,0,0
90.5,710.331,-0.0698821,9279.24,1,1
90.55,710.331,-0.0689593,9279.24,0,0
90.6,710.331,-0.0680488,9279.24,0,0
90.65,710.332,-0.0671502,9279.24,0,0
90.7,710.332,-0.0662635,9279.23,0,0
90.75,710.332,-0.0653885,9279.23,0,0
90.8,710.332,-0.0645251,9279.23,0,0
90.85,710.332,-0.0636731,9279.23,0,0
90.9,710.333,-0.0628323,9279.23,0,0
90.95,710.333,-0.0620027,9279.23,0,0
91,710.333,-0.061184,9279.23,0,0
91.05,710.333,-0.0603761,9279.23,0,0
91.1,710.334,-0.109248,9279.23,1,0
91.15,710.334,-0.107805,9279.22,1,1
91.2,710.334,-0.106382,9279.22,0,0
91.25,710.335,-0.104977,9279.22,0,0
91.3,710.335,-0.103591,9279.22,0,0
91.35,710.335,-0.102223,9279.22,0,0
91.4,710.336,-0.100873,9279.22,0,0
91.45,710.336,-0.0995414,9279.21,1,1
91.5,710.336,-0.098227,9279.21,0,0
91.55,710.337,-0.09693,9279.21,0,0
91.6,710.337,-0.0956501,9279.21,0,0
91.65,710.337,-0.0943871,9279.21,0,0
91.7,710.338,-0.0931407,9279.21,1,1
91.75,710.338,-0.0919109,9279.2,0,0
91.8,710.338,-0.0906972,9279.2,0,0
91.85,710.339,-0.0894996,9279.2,0,0
91.9,710.339,-0.0883178,9279.2,0,0
91.95,710.339,-0.0871516,9279.2,0,0
92,710.339,-0.0860008,9279.2,0,0
92.05,710.34,-0.0848653,9279.2,0,0
92.1,710.34,-0.0837447,9279.19,0,0
92.15,710.34,-0.0826389,9279.19,0,0
92.2,710.341,-0.0815477,9279.19,0,0
92.25,710.341,-0.0804709,9279.19,0,0
92.3,710.341,-0.0794083,9279.19,0,0
92.35,710.341,-0.0783598,9279.19,0,0
92.4,710.342,-0.0773251,9279.19,0,0
92.45,710.342,-0.076304,9279.18,1,1
92.5,710.342,-0.0752965,9279.18,0,0
