time, S, I, R, M0, M1
176.4,710.374,-3.39339e-10,9279.03,0,0
176.45,710.374,-3.34858e-10,9279.03,0,0
176.5,710.374,-3.30437e-10,9279.03,0,0
176.55,710.374,-3.26074e-10,9279.03,0,0
176.6,710.374,-3.21768e-10,9279.03,0,0
176.65,710.374,-3.17519e-10,9279.03,0,0
176.7,710.374,-3.13327e-10,9279.03,0,0
176.75,710.374,-3.0919e-10,9279.03,0,0
176.8,710.374,-3.05107e-10,9279.03,0,0
176.85,710.374,-3.01078e-10,9279.03,0,0
176.9,710.374,-2.97103e-10,9279.03,0,0
176.95,710.374,-2.9318e-10,9279.03,0,0
177,710.374,-2.89308e-10,9279.03,0,0
177.05,710.374,-2.85488e-10,9279.03,0,0
177.1,710.374,-2.81719e-10,9279.03,0,0
177.15,710.374,-2.77999e-10,9279.03,0,0
177.2,710.374,-2.74328e-10,9279.03,0,0
177.25,710.374,-2.70706e-10,9279.03,0,0
177.3,710.374,-2.67131e-10,9279.03,0,0
177.35,710.374,-2.63604e-10,9279.03,0,0
177.4,710.374,-2.60123e-10,9279.03,0,0
177.45,710.374,-2.56689e-10,9279.03,0,0
177.5,710.374,-2.53299e-10,9279.03,0,0
177.55,710.374,-2.49955e-10,9279.03,0,0
177.6,710.374,-2.46654e-10,9279.03,0,0
177.65,710.374,-2.43397e-10,9279.03,0,0
177.7,710.374,-2.40183e-10,9279.03,0,0
177.75,710.374,-2.37012e-10,9279.03,0,0
177.8,710.374,-2.33882e-10,9279.03,0,0
177.85,710.374,-2.30794e-10,9279.03,0,0
177.9,710.374,-2.27747e-10,9279.03,0,0
177.95,710.374,-2.24739e-10,9279.03,0,0
178,710.374,-2.21772e-10,9279.03,0,0
178.05,710.374,-2.18843e-10,9279.03,0,0
178.1,710.374,-2.15954e-10,9279.03,0,0
178.15,710.374,-2.13102e-10,9279.03,0,0
178.2,710.374,-2.10288e-10,9279.03,0,0
178.25,710.374,-2.07512e-10,9279.03,0,0
178.3,710.374,-2.04772e-10,9279.03,0,0
178.35,710.374,-2.02068e-10,9279.03,0,0
178.4,710.374,-1.994e-10,9279.03,0,0
178.45,710.374,-1.96767e-10,9279.03,0,0
178.5,710.374,-1.94169e-10,9279.03,0,0
178.55,710.374,-1.91605e-10,9279.03,0,0
178.6,710.374,-1.89075e-10,9279.03,0,0
178.65,710.374,-1.86578e-10,9279.03,0,0
178.7,710.374,-1.84115e-10,9279.03,0,0
178.75,710.374,-1.81683e-10,9279.03,0,0
178.8,710.374,-1.79284e-10,9279.03,0,0
178.85,710.374,-1.76917e-10,9279.03,0,0
178.9,710.374,-1.74581e-10,9279.03,0,0
178.95,710.374,-1.72276e-10,9279.03,0,0
179,710.374,-1.70001e-10,9279.03,0,0
179.05,710.374,-1.67756e-10,9279.03,0,0
179.1,710.374,-1.65541e-10,9279.03,0,0
179.15,710.374,-1.63355e-10,9279.03,0,0
179.2,710.374,-1.61198e-10,9279.03,0,0
179.25,710.374,-1.5907e-10,9279.03,0,0
179.3,710.374,-1.56969e-10,9279.03,0,0
179.35,710.374,-1.54897e-10,9279.03,0,0
179.4,710.374,-1.52851e-10,9279.03,0,0
179.45,710.374,-1.50833e-10,9279.03,0,0
179.5,710.374,-1.48842e-10,9279.03,0,0
179.55,710.374,-1.46876e-10,9279.03,0,0
179.6,710.374,-1.44937e-10,9279.03,0,0
179.65,710.374,-1.43023e-10,9279.03,0,0
179.7,710.374,-1.41135e-10,9279.03,0,0
179.75,710.374,-1.39271e-10,9279.03,0,0
179.8,710.374,-1.37432e-10,9279.03,0,0
179.85,710.374,-1.35617e-10,9279.03,0,0
179.9,710.374,-1.33827e-10,9279.03,0,0
179.95,710.374,-1.32059e-10,9279.03,0,0
180,710.374,-1.30316e-10,9279.03,0,0
180.05,710.374,-1.28595e-10,9279.03,0,0
180.1,710.374,-1.26897e-10,9279.03,0,0
180.15,710.374,-1.25221e-10,9279.03,0,0
180.2,710.374,-1.23568e-10,9279.03,0,0
180.25,710.374,-1.21936e-10,9279.03,0,0
180.3,710.374,-1.20326e-10,9279.03,0,0
180.35,710.374,-1.18737e-10,9279.03,0,0
180.4,710.374,-1.1717e-10,9279.03,0,0
180.45,710.374,-1.15622e-10,9279.03,0,0
180.5,710.374,-1.14096e-10,9279.03,0,0
180.55,710.374,-1.12589e-10,9279.03,0,0
180.6,710.374,-1.11103e-10,9279.03,0,0
180.65,710.374,-1.09635e-10,9279.03,0,0
180.7,710.374,-1.08188e-10,9279.03,0,0
180.75,710.374,-1.06759e-10,9279.03,0,0
180.8,710.374,-1.0535e-10,9279.03,0,0
180.85,710.374,-1.03959e-10,9279.03,0,0
180.9,710.374,-1.02586e-10,9279.03,0,0
180.95,710.374,-1.01231e-10,9279.03,0,0
181,710.374,-9.98946e-11,9279.03,0,0
181.05,710.374,-9.85756e-11,9279.03,0,0
181.1,710.374,-9.72739e-11,9279.03,0,0
181.15,710.374,-9.59895e-11,9279.03,0,0
181.2,710.374,-9.4722e-11,9279.03,0,0
181.25,710.374,-9.34713e-11,9279.03,0,0
181.3,710.374,-9.22371e-11,9279.03,0,0
181.35,710.374,-9.10192e-11,9279.03,0,0
181.4,710.374,-8.98173e-11,9279.03,0,0
181.45,710.374,-8.86313e-11,9279.03,0,0
181.5,710.374,-8.7461e-11,9279.03,0,0
181.55,710.374,-8.63062e-11,9279.03,0,0
181.6,710.374,-8.51666e-11,9279.03,0,0
181.65,710.374,-8.4042e-11,9279.03,0,0
181.7,710.374,-8.29323e-11,9279.03,0,0
181.75,710.374,-8.18372e-11,9279.03,0,0
181.8,710.374,-8.07566e-11,9279.03,0,0
181.85,710.374,-7.96903e-11,9279.03,0,0
181.9,710.374,-7.8638e-11,9279.03,0,0
181.95,710.374,-7.75997e-11,9279.03,0,0
182,710.374,-7.6575e-11,9279.03,0,0
182.05,710.374,-7.55639e-11,9279.03,0,0
182.1,710.374,-7.45662e-11,9279.03,0,0
182.15,710.374,-7.35816e-11,9279.03,0,0
182.2,710.374,-7.261e-11,9279.03,0,0
182.25,710.374,-7.16512e-11,9279.03,0,0
182.3,710.374,-7.07051e-11,9279.03,0,0
182.35,710.374,-6.97715e-11,9279.03,0,0
182.4,710.374,-6.88502e-11,9279.03,0,0
182.45,710.374,-6.79411e-11,9279.03,0,0
182.5,710.374,-6.7044e-11,9279.03,0,0
182.55,710.374,-6.61587e-11,9279.03,0,0
182.6,710.374,-6.52851e-11,9279.03,0,0
182.65,710.374,-6.44231e-11,9279.03,0,0
182.7,710.374,-6.35724e-11,9279.03,0,0
182.75,710.374,-6.2733e-11,9279.03,0,0
182.8,710.374,-6.19047e-11,9279.03,0,0
182.85,710.374,-6.10873e-11,9279.03,0,0
182.9,710.374,-6.02806e-11,9279.03,0,0
182.95,710.374,-5.94847e-11,9279.03,0,0
183,710.374,-5.86992e-11,9279.03,0,0
183.05,710.374,-5.79242e-11,9279.03,0,0
183.1,710.374,-5.71593e-11,9279.03,0,0
183.15,710.374,-5.64046e-11,9279.03,0,0
183.2,710.374,-5.56598e-11,9279.03,0,0
183.25,710.374,-5.49248e-11,9279.03,0,0
183.3,710.374,-5.41996e-11,9279.03,0,0
183.35,710.374,-5.34839e-11,9279.03,0,0
183.4,710.374,-5.27777e-11,9279.03,0,0
183.45,710.374,-5.20808e-11,9279.03,0,0
183.5,710.374,-5.13931e-11,9279.03,0,0
183.55,710.374,-5.07145e-11,9279.03,0,0
183.6,710.374,-5.00449e-11,9279.03,0,0
183.65,710.374,-4.93841e-11,9279.03,0,0
183.7,710.374,-4.8732e-11,9279.03,0,0
183.75,710.374,-4.80885e-11,9279.03,0,0
183.8,710.374,-4.74535e-11,9279.03,0,0
183.85,710.374,-4.68269e-11,9279.03,0,0
183.9,710.374,-4.62086e-11,9279.03,0,0
183.95,710.374,-4.55985e-11,9279.03,0,0
184,710.374,-4.49964e-11,9279.03,0,0
184.05,710.374,-4.44022e-11,9279.03,0,0
184.1,710.374,-4.38159e-11,9279.03,0,0
184.15,710.374,-4.32374e-11,9279.03,0,0
184.2,710.374,-4.26665e-11,9279.03,0,0
184.25,710.374,-4.21031e-11,9279.03,0,0
184.3,710.374,-4.15471e-11,9279.03,0,0
184.35,710.374,-4.09985e-11,9279.03,0,0
184.4,710.374,-4.04572e-11,9279.03,0,0
184.45,710.374,-3.9923e-11,9279.03,0,0
184.5,710.374,-3.93958e-11,9279.03,0,0
184.55,710.374,-3.88756e-11,9279.03,0,0
184.6,710.374,-3.83623e-11,9279.03,0,0
184.65,710.374,-3.78558e-11,9279.03,0,0
184.7,710.374,-3.73559e-11,9279.03,0,0
184.75,710.374,-3.68626e-11,9279.03,0,0
184.8,710.374,-3.63759e-11,9279.03,0,0
184.85,710.374,-3.58956e-11,9279.03,0,0
184.9,710.374,-3.54216e-11,9279.03,0,0
184.95,710.374,-3.49539e-11,9279.03,0,0
185,710.374,-3.44924e-11,9279.03,0,0
185.05,710.374,-3.40369e-11,9279.03,0,0
185.1,710.374,-3.35875e-11,9279.03,0,0
185.15,710.374,-3.3144e-11,9279.03,0,0
185.2,710.374,-3.27063e-11,9279.03,0,0
185.25,710.374,-3.22745e-11,9279.03,0,0
185.3,710.374,-3.18483e-11,9279.03,0,0
185.35,710.374,-3.14278e-11,9279.03,0,0
185.4,710.374,-3.10128e-11,9279.03,0,0
185.45,710.374,-3.06033e-11,9279.03,0,0
185.5,710.374,-3.01992e-11,9279.03,0,0
185.55,710.374,-2.98004e-11,9279.03,0,0
185.6,710.374,-2.94069e-11,9279.03,0,0
185.65,710.374,-2.90187e-11,9279.03,0,0
185.7,710.374,-2.86355e-11,9279.03,0,0
185.75,710.374,-2.82574e-11,9279.03,0,0
185.8,710.374,-2.78843e-11,9279.03,0,0
185.85,710.374,-2.75161e-11,9279.03,0,0
185.9,710.374,-2.71527e-11,9279.03,0,0
185.95,710.374,-2.67942e-11,9279.03,0,0
186,710.374,-2.64404e-11,9279.03,0,0
186.05,710.374,-2.60913e-11,9279.03,0,0
186.1,710.374,-2.57468e-11,9279.03,0,0
186.15,710.374,-2.54068e-11,9279.03,0,0
186.2,710.374,-2.50713e-11,9279.03,0,0
186.25,710.374,-2.47403e-11,9279.03,0,0
186.3,710.374,-2.44136e-11,9279.03,0,0
186.35,710.374,-2.40912e-11,9279.03,0,0
186.4,710.374,-2.37731e-11,9279.03,0,0
186.45,710.374,-2.34592e-11,9279.03,0,0
186.5,710.374,-2.31494e-11,9279.03,0,0
186.55,710.374,-2.28438e-11,9279.03,0,0
186.6,710.374,-2.25421e-11,9279.03,0,0
186.65,710.374,-2.22445e-11,9279.03,0,0
186.7,710.374,-2.19508e-11,9279.03,0,0
186.75,710.374,-2.16609e-11,9279.03,0,0
186.8,710.374,-2.13749e-11,9279.03,0,0
186.85,710.374,-2.10927e-11,9279.03,0,0
186.9,710.374,-2.08142e-11,9279.03,0,0
186.95,710.374,-2.05393e-11,9279.03,0,0
187,710.374,-2.02681e-11,9279.03,0,0
187.05,710.374,-2.00005e-11,9279.03,0,0
187.1,710.374,-1.97364e-11,9279.03,0,0
187.15,710.374,-1.94758e-11,9279.03,0,0
187.2,710.374,-1.92186e-11,9279.03,0,0
187.25,710.374,-1.89649e-11,9279.03,0,0
187.3,710.374,-1.87144e-11,9279.03,0,0
187.35,710.374,-1.84673e-11,9279.03,0,0
187.4,710.374,-1.82235e-11,9279.03,0,0
187.45,710.374,-1.79829e-11,9279.03,0,0
187.5,710.374,-1.77454e-11,9279.03,0,0
187.55,710.374,-1.75111e-11,9279.03,0,0
187.6,710.374,-1.72799e-11,9279.03,0,0
187.65,710.374,-1.70517e-11,9279.03,0,0
187.7,710.374,-1.68265e-11,9279.03,0,0
187.75,710.374,-1.66044e-11,9279.03,0,0
187.8,710.374,-1.63851e-11,9279.03,0,0
187.85,710.374,-1.61688e-11,9279.03,0,0
187.9,710.374,-1.59553e-11,9279.03,0,0
187.95,710.374,-1.57446e-11,9279.03,0,0
188,710.374,-1.55367e-11,9279.03,0,0
188.05,710.374,-1.53315e-11,9279.03,0,0
188.1,710.374,-1.51291e-11,9279.03,0,0
188.15,710.374,-1.49293e-11,9279.03,0,0
188.2,710.374,-1.47322e-11,9279.03,0,0
188.25,710.374,-1.45377e-11,9279.03,0,0
188.3,710.374,-1.43457e-11,9279.03,0,0
188.35,710.374,-1.41563e-11,9279.03,0,0
188.4,710.374,-1.39694e-11,9279.03,0,0
188.45,710.374,-1.37849e-11,9279.03,0,0
188.5,710.374,-1.36029e-11,9279.03,0,0
188.55,710.374,-1.34233e-11,9279.03,0,0
188.6,710.374,-1.3246e-11,9279.03,0,0
188.65,710.374,-1.30711e-11,9279.03,0,0
188.7,710.374,-1.28985e-11,9279.03,0,0
188.75,710.374,-1.27282e-11,9279.03,0,0
188.8,710.374,-1.25601e-11,9279.03,0,0
188.85,710.374,-1.23943e-11,9279.03,0,0
188.9,710.374,-1.22306e-11,9279.03,0,0
188.95,710.374,-1.20691e-11,9279.03,0,0
189,710.374,-1.19098e-11,9279.03,0,0
189.05,710.374,-1.17525e-11,9279.03,0,0
189.1,710.374,-1.15973e-11,9279.03,0,0
189.15,710.374,-1.14442e-11,9279.03,0,0
189.2,710.374,-1.12931e-11,9279.03,0,0
189.25,710.374,-1.1144e-11,9279.03,0,0
189.3,710.374,-1.09968e-11,9279.03,0,0
189.35,710.374,-1.08516e-11,9279.03,0,0
189.4,710.374,-1.07083e-11,9279.03,0,0
189.45,710.374,-1.05669e-11,9279.03,0,0
189.5,710.374,-1.04274e-11,9279.03,0,0
189.55,710.374,-1.02897e-11,9279.03,0,0
189.6,710.374,-1.01539e-11,9279.03,0,0
189.65,710.374,-1.00198e-11,9279.03,0,0
189.7,710.374,-9.88747e-12,9279.03,0,0
189.75,710.374,-9.75692e-12,9279.03,0,0
189.8,710.374,-9.62808e-12,9279.03,0,0
189.85,710.374,-9.50095e-12,9279.03,0,0
189.9,710.374,-9.3755e-12,9279.03,0,0
189.95,710.374,-9.2517e-12,9279.03,0,0
190,710.374,-9.12954e-12,9279.03,0,0
190.05,710.374,-9.00899e-12,9279.03,0,0
190.1,710.374,-8.89003e-12,9279.03,0,0
190.15,710.374,-8.77265e-12,9279.03,0,0
190.2,710.374,-8.65681e-12,9279.03,0,0
190.25,710.374,-8.5425e-12,9279.03,0,0
190.3,710.374,-8.42971e-12,9279.03,0,0
190.35,710.374,-8.3184e-12,9279.03,0,0
190.4,710.374,-8.20856e-12,9279.03,0,0
190.45,710.374,-8.10017e-12,9279.03,0,0
190.5,710.374,-7.99322e-12,9279.03,0,0
190.55,710.374,-7.88767e-12,9279.03,0,0
190.6,710.374,-7.78352e-12,9279.03,0,0
190.65,710.374,-7.68074e-12,9279.03,0,0
190.7,710.374,-7.57933e-12,9279.03,0,0
190.75,710.374,-7.47925e-12,9279.03,0,0
190.8,710.374,-7.38049e-12,9279.03,0,0
190.85,710.374,-7.28303e-12,9279.03,0,0
190.9,710.374,-7.18687e-12,9279.03,0,0
190.95,710.374,-7.09197e-12,9279.03,0,0
191,710.374,-6.99833e-12,9279.03,0,0
191.05,710.374,-6.90592e-12,9279.03,0,0
191.1,710.374,-6.81473e-12,9279.03,0,0
191.15,710.374,-6.72475e-12,9279.03,0,0
191.2,710.374,-6.63595e-12,9279.03,0,0
191.25,710.374,-6.54833e-12,9279.03,0,0
191.3,710.374,-6.46186e-12,9279.03,0,0
191.35,710.374,-6.37654e-12,9279.03,0,0
191.4,710.374,-6.29234e-12,9279.03,0,0
191.45,710.374,-6.20925e-12,9279.03,0,0
191.5,710.374,-6.12727e-12,9279.03,0,0
191.55,710.374,-6.04636e-12,9279.03,0,0
191.6,710.374,-5.96652e-12,9279.03,0,0
191.65,710.374,-5.88774e-12,9279.03,0,0
191.7,710.374,-5.81e-12,9279.03,0,0
191.75,710.374,-5.73328e-12,9279.03,0,0
191.8,710.374,-5.65757e-12,9279.03,0,0
191.85,710.374,-5.58287e-12,9279.03,0,0
191.9,710.374,-5.50915e-12,9279.03,0,0
191.95,710.374,-5.43641e-12,9279.03,0,0
192,710.374,-5.36462e-12,9279.03,0,0
192.05,710.374,-5.29379e-12,9279.03,0,0
192.1,710.374,-5.22389e-12,9279.03,0,0
192.15,710.374,-5.15491e-12,9279.03,0,0
192.2,710.374,-5.08684e-12,9279.03,0,0
192.25,710.374,-5.01968e-12,9279.03,0,0
192.3,710.374,-4.95339e-12,9279.03,0,0
192.35,710.374,-4.88799e-12,9279.03,0,0
192.4,710.374,-4.82345e-12,9279.03,0,0
192.45,710.374,-4.75976e-12,9279.03,0,0
192.5,710.374,-4.69691e-12,9279.03,0,0
192.55,710.374,-4.63489e-12,9279.03,0,0
192.6,710.374,-4.57369e-12,9279.03,0,0
192.65,710.374,-4.51329e-12,9279.03,0,0
192.7,710.374,-4.4537e-12,9279.03,0,0
192.75,710.374,-4.39489e-12,9279.03,0,0
192.8,710.374,-4.33686e-12,9279.03,0,0
192.85,710.374,-4.2796e-12,9279.03,0,0
192.9,710.374,-4.22309e-12,9279.03,0,0
192.95,710.374,-4.16732e-12,9279.03,0,0
193,710.374,-4.1123e-12,9279.03,0,0
193.05,710.374,-4.058e-12,9279.03,0,0
193.1,710.374,-4.00441e-12,9279.03,0,0
193.15,710.374,-3.95154e-12,9279.03,0,0
193.2,710.374,-3.89936e-12,9279.03,0,0
193.25,710.374,-3.84787e-12,9279.03,0,0
193.3,710.374,-3.79707e-12,9279.03,0,0
193.35,710.374,-3.74693e-12,9279.03,0,0
193.4,710.374,-3.69745e-12,9279.03,0,0
193.45,710.374,-3.64863e-12,9279.03,0,0
193.5,710.374,-3.60045e-12,9279.03,0,0
193.55,710.374,-3.55291e-12,9279.03,0,0
193.6,710.374,-3.506e-12,9279.03,0,0
193.65,710.374,-3.4597e-12,9279.03,0,0
193.7,710.374,-3.41402e-12,9279.03,0,0
193.75,710.374,-3.36894e-12,9279.03,0,0
193.8,710.374,-3.32446e-12,9279.03,0,0
193.85,710.374,-3.28056e-12,9279.03,0,0
193.9,710.374,-3.23724e-12,9279.03,0,0
193.95,710.374,-3.1945e-12,9279.03,0,0
194,710.374,-3.15232e-12,9279.03,0,0
194.05,710.374,-3.11069e-12,9279.03,0,0
194.1,710.374,-3.06962e-12,9279.03,0,0
194.15,710.374,-3.02909e-12,9279.03,0,0
194.2,710.374,-2.98909e-12,9279.03,0,0
194.25,710.374,-2.94962e-12,9279.03,0,0
194.3,710.374,-2.91067e-12,9279.03,0,0
194.35,710.374,-2.87224e-12,9279.03,0,0
194.4,710.374,-2.83431e-12,9279.03,0,0
194.45,710.374,-2.79689e-12,9279.03,0,0
194.5,710.374,-2.75996e-12,9279.03,0,0
194.55,710.374,-2.72351e-12,9279.03,0,0
194.6,710.374,-2.68755e-12,9279.03,0,0
194.65,710.374,-2.65206e-12,9279.03,0,0
194.7,710.374,-2.61705e-12,9279.03,0,0
194.75,710.374,-2.58249e-12,9279.03,0,0
194.8,710.374,-2.54839e-12,9279.03,0,0
194.85,710.374,-2.51474e-12,9279.03,0,0
194.9,710.374,-2.48154e-12,9279.03,0,0
194.95,710.374,-2.44877e-12,9279.03,0,0
195,710.374,-2.41643e-12,9279.03,0,0
195.05,710.374,-2.38453e-12,9279.03,0,0
195.1,710.374,-2.35304e-12,9279.03,0,0
195.15,710.374,-2.32197e-12,9279.03,0,0
195.2,710.374,-2.29131e-12,9279.03,0,0
195.25,710.374,-2.26106e-12,9279.03,0,0
195.3,710.374,-2.2312e-12,9279.03,0,0
195.35,710.374,-2.20174e-12,9279.03,0,0
195.4,710.374,-2.17267e-12,9279.03,0,0
195.45,710.374,-2.14398e-12,9279.03,0,0
195.5,710.374,-2.11567e-12,9279.03,0,0
195.55,710.374,-2.08773e-12,9279.03,0,0
195.6,710.374,-2.06017e-12,9279.03,0,0
195.65,710.374,-2.03296e-12,9279.03,0,0
195.7,710.374,-2.00612e-12,9279.03,0,0
195.75,710.374,-1.97963e-12,9279.03,0,0
195.8,710.374,-1.95349e-12,9279.03,0,0
195.85,710.374,-1.9277e-12,9279.03,0,0
195.9,710.374,-1.90224e-12,9279.03,0,0
195.95,710.374,-1.87712e-12,9279.03,0,0
196,710.374,-1.85234e-12,9279.03,0,0
196.05,710.374,-1.82788e-12,9279.03,0,0
196.1,710.374,-1.80374e-12,9279.03,0,0
196.15,710.374,-1.77993e-12,9279.03,0,0
196.2,710.374,-1.75642e-12,9279.03,0,0
196.25,710.374,-1.73323e-12,9279.03,0,0
196.3,710.374,-1.71035e-12,9279.03,0,0
196.35,710.374,-1.68776e-12,9279.03,0,0
196.4,710.374,-1.66548e-12,9279.03,0,0
196.45,710.374,-1.64348e-12,9279.03,0,0
196.5,710.374,-1.62178e-12,9279.03,0,0
196.55,710.374,-1.60037e-12,9279.03,0,0
196.6,710.374,-1.57924e-12,9279.03,0,0
196.65,710.374,-1.55838e-12,9279.03,0,0
196.7,710.374,-1.53781e-12,9279.03,0,0
196.75,710.374,-1.5175e-12,9279.03,0,0
196.8,710.374,-1.49746e-12,9279.03,0,0
196.85,710.374,-1.47769e-12,9279.03,0,0
196.9,710.374,-1.45818e-12,9279.03,0,0
196.95,710.374,-1.43892e-12,9279.03,0,0
197,710.374,-1.41992e-12,9279.03,0,0
197.05,710.374,-1.40118e-12,9279.03,0,0
197.1,710.374,-1.38267e-12,9279.03,0,0
197.15,710.374,-1.36442e-12,9279.03,0,0
197.2,710.374,-1.3464e-12,9279.03,0,0
197.25,710.374,-1.32862e-12,9279.03,0,0
197.3,710.374,-1.31108e-12,9279.03,0,0
197.35,710.374,-1.29377e-12,9279.03,0,0
197.4,710.374,-1.27668e-12,9279.03,0,0
197.45,710.374,-1.25983e-12,9279.03,0,0
197.5,710.374,-1.24319e-12,9279.03,0,0
197.55,710.374,-1.22678e-12,9279.03,0,0
197.6,710.374,-1.21058e-12,9279.03,0,0
197.65,710.374,-1.19459e-12,9279.03,0,0
197.7,710.374,-1.17882e-12,9279.03,0,0
197.75,710.374,-1.16325e-12,9279.03,0,0
197.8,710.374,-1.14789e-12,9279.03,0,0
197.85,710.374,-1.13274e-12,9279.03,0,0
197.9,710.374,-1.11778e-12,9279.03,0,0
197.95,710.374,-1.10302e-12,9279.03,0,0
198,710.374,-1.08846e-12,9279.03,0,0
198.05,710.374,-1.07408e-12,9279.03,0,0
198.1,710.374,-1.0599e-12,9279.03,0,0
198.15,710.374,-1.04591e-12,9279.03,0,0
198.2,710.374,-1.03209e-12,9279.03,0,0
198.25,710.374,-1.01847e-12,9279.03,0,0
198.3,710.374,-1.00502e-12,9279.03,0,0
198.35,710.374,-9.91748e-13,9279.03,0,0
198.4,710.374,-9.78653e-13,9279.03,0,0
198.45,710.374,-9.6573e-13,9279.03,0,0
198.5,710.374,-9.52979e-13,9279.03,0,0
198.55,710.374,-9.40395e-13,9279.03,0,0
198.6,710.374,-9.27978e-13,9279.03,0,0
198.65,710.374,-9.15725e-13,9279.03,0,0
198.7,710.374,-9.03633e-13,9279.03,0,0
198.75,710.374,-8.91702e-13,9279.03,0,0
198.8,710.374,-8.79927e-13,9279.03,0,0
198.85,710.374,-8.68308e-13,9279.03,0,0
198.9,710.374,-8.56843e-13,9279.03,0,0
198.95,710.374,-8.45529e-13,9279.03,0,0
199,710.374,-8.34364e-13,9279.03,0,0
199.05,710.374,-8.23347e-13,9279.03,0,0
199.1,710.374,-8.12476e-13,9279.03,0,0
199.15,710.374,-8.01747e-13,9279.03,0,0
199.2,710.374,-7.91161e-13,9279.03,0,0
199.25,710.374,-7.80714e-13,9279.03,0,0
199.3,710.374,-7.70405e-13,9279.03,0,0
199.35,710.374,-7.60233e-13,9279.03,0,0
199.4,710.374,-7.50195e-13,9279.03,0,0
199.45,710.374,-7.40289e-13,9279.03,0,0
199.5,710.374,-7.30514e-13,9279.03,0,0
199.55,710.374,-7.20868e-13,9279.03,0,0
199.6,710.374,-7.11349e-13,9279.03,0,0
199.65,710.374,-7.01956e-13,9279.03,0,0
199.7,710.374,-6.92688e-13,9279.03,0,0
199.75,710.374,-6.83541e-13,9279.03,0,0
199.8,710.374,-6.74516e-13,9279.03,0,0
199.85,710.374,-6.65609e-13,9279.03,0,0
199.9,710.374,-6.5682e-13,9279.03,0,0
199.95,710.374,-6.48147e-13,9279.03,0,0
200,710.374,-6.39589e-13,9279.03,0,0
